Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.74656992]
0,0,0,0,0,[-1.05013243]
0,0,0,0,0,[-0.8597807]
0,0,0,0,0,[-0.79688107]
0,0,0,0,0,[-0.91360165]
0,0,0,0,0,[-0.49028363]
0,0,0,0,0,[0.53456048]
0,0,0,0,0,[-0.23608663]
0,0,0,0,0,[0.06116244]
0,0,0,0,0,[-0.61760409]
0,0,0,0,0,[-0.28886599]
0,0,0,0,0,[-0.49480288]
0,0,0,0,0,[-0.83115516]
0,0,0,0,0,[-0.67821241]
0,0,0,0,0,[-0.43103676]
0,0,0,0,0,[-0.07213961]
0,0,0,0,0,[0.84509758]
0,0,0,0,0,[0.932621]
0,0,0,0,0,[1.34060372]
0,0,0,0,0,[0.29596061]
0,0,0,0,0,[-0.74074657]
0,0,0,0,0,[-0.32024397]
0,0,0,0,0,[-0.81211486]
0,0,0,0,0,[0.23862144]
0,0,0,0,0,[-0.65639951]
0,0,0,0,0,[0.5797565]
0,0,0,0,0,[0.84898011]
0,0,0,0,0,[0.87240298]
0,0,0,0,0,[0.49840482]
0,0,0,0,0,[0.69499613]
0,0,0,0,0,[-0.87195945]
0,0,0,0,0,[-1.02227749]
0,0,0,0,0,[0.54051461]
0,0,0,0,0,[-0.16917562]
0,0,0,0,0,[-0.71006639]
0,0,0,0,0,[0.2659607]
0,0,0,0,0,[1.57318294]
0,0,0,0,0,[0.80989685]
0,0,0,0,0,[0.98140739]
0,0,0,0,0,[1.70417659]
