Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.17583013]
0,0,0,0,0,[-0.63752581]
0,0,0,0,0,[-0.21925713]
0,0,0,0,0,[-0.37804108]
0,0,0,0,0,[-0.34708989]
0,0,0,0,0,[-0.18369579]
0,0,0,0,0,[0.83254605]
0,0,0,0,0,[0.17146397]
0,0,0,0,0,[0.36840955]
0,0,0,0,0,[-0.12093152]
0,0,0,0,0,[0.39619942]
0,0,0,0,0,[-0.03493937]
0,0,0,0,0,[-0.22365899]
0,0,0,0,0,[-0.0546027]
0,0,0,0,0,[-0.04816645]
0,0,0,0,0,[0.22722581]
0,0,0,0,0,[0.55032831]
0,0,0,0,0,[1.12504507]
0,0,0,0,0,[1.00419045]
0,0,0,0,0,[0.35912756]
0,0,0,0,0,[-0.30807372]
0,0,0,0,0,[0.45261454]
0,0,0,0,0,[-0.12122126]
0,0,0,0,0,[0.16043777]
0,0,0,0,0,[0.16591559]
0,0,0,0,0,[0.40279271]
0,0,0,0,0,[0.9375905]
0,0,0,0,0,[0.85977633]
0,0,0,0,0,[0.33619391]
0,0,0,0,0,[0.91358867]
0,0,0,0,0,[-0.35758924]
0,0,0,0,0,[-0.74749535]
0,0,0,0,0,[0.40019453]
0,0,0,0,0,[0.18115281]
0,0,0,0,0,[-0.03221655]
0,0,0,0,0,[0.31100411]
0,0,0,0,0,[1.03158571]
0,0,0,0,0,[0.74657823]
0,0,0,0,0,[1.03249135]
0,0,0,0,0,[0.94772964]
