C,Epsilon,Omega,Kernel_alignment
0.1,1.0,100.0,0.27344117176156246
0.01,1.0,100.0,0.28762950548509375
0.0001,1.0,100.0,0.2704111295110903
0.0001,1.0,100.0,0.276231508282379
0.0001,1.0,100.0,0.27722851764804934
0.0001,10.0,100.0,0.26807744490683816
0.0001,10.0,100.0,0.31240204224718693
0.0001,10.0,100.0,0.2693166657400321
0.0001,10.0,100.0,0.2756036413604312
0.01,1.0,100.0,0.2780450293253554
0.0001,1.0,100.0,0.28857012109567426
0.0001,1.0,100.0,0.29086867424004875
0.0001,1.0,100.0,0.287429502421524
0.0001,1.0,100.0,0.28779535262828665
0.0001,1.0,100.0,0.30166416406281993
0.0001,1.0,100.0,0.2855335004907956
0.0001,1.0,100.0,0.30087476539903807
0.001,1.0,100.0,0.30269810009582254
0.001,1.0,100.0,0.2993811941725441
0.0001,1.0,100.0,0.2871089559344742
0.0001,1.0,100.0,0.2927098540717988
0.0001,1.0,100.0,0.2915728227510449
0.0001,1.0,100.0,0.28346278968650074
0.0001,1.0,100.0,0.29414067880831346
0.0001,1.0,100.0,0.28532005235808233
0.0001,1.0,100.0,0.2898942101981756
0.0001,1.0,100.0,0.28652314502869664
0.01,1.0,100.0,0.2954198827514057
0.0001,1.0,100.0,0.2923561999667862
0.001,1.0,100.0,0.29552041814203317
0.0001,1.0,100.0,0.28667265647282714
0.0001,1.0,100.0,0.2800400791855958
0.0001,1.0,100.0,0.2840326320281526
0.0001,1.0,100.0,0.28453447117195
0.0001,1.0,100.0,0.2798859057115909
0.0001,1.0,100.0,0.2950701863785264
0.0001,1.0,100.0,0.28082604877842954
0.0001,1.0,100.0,0.2848408389013338
0.0001,1.0,100.0,0.2818252893128442
0.0001,1.0,100.0,0.27979244259587105
