C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,1000.0,0.4592748224521628
0.0001,10.0,1000.0,0.42026010343042386
0.01,10.0,1000.0,0.4234566479688273
0.1,10.0,1000.0,0.4209130318783446
0.0001,10.0,1000.0,0.4158018262317009
0.0001,10.0,100.0,0.48656123422907865
0.0001,10.0,1000.0,0.42311750075841603
0.0001,10.0,1000.0,0.42827835348708676
0.0001,1.0,10.0,0.46717882306658703
0.001,10.0,1000.0,0.40867634039072065
