Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[3.35823015]
0,0,0,0,0,[3.37312067]
0,0,0,0,0,[3.37160919]
0,0,0,0,0,[3.31149598]
0,0,0,0,0,[3.36867545]
0,0,0,0,0,[3.40876922]
0,0,0,0,0,[3.44876969]
0,0,0,0,0,[3.3828097]
0,0,0,0,0,[3.43248556]
0,0,0,0,0,[3.37550994]
0,0,0,0,0,[3.41411055]
0,0,0,0,0,[3.3894152]
0,0,0,0,0,[3.38734194]
0,0,0,0,0,[3.40159749]
0,0,0,0,0,[3.31365632]
0,0,0,0,0,[3.43047001]
0,0,0,0,0,[3.5812549]
0,0,0,0,0,[3.58360243]
0,0,0,0,0,[3.58010609]
0,0,0,0,0,[3.48532444]
0,0,0,0,0,[3.32106921]
0,0,0,0,0,[3.34542834]
0,0,0,0,0,[3.42223496]
0,0,0,0,0,[3.41093803]
0,0,0,0,0,[3.43006454]
0,0,0,0,0,[3.48463595]
0,0,0,0,0,[3.52328646]
0,0,0,0,0,[3.55773297]
0,0,0,0,0,[3.47270323]
0,0,0,0,0,[3.55453603]
0,0,0,0,0,[3.42096742]
0,0,0,0,0,[3.37024592]
0,0,0,0,0,[3.45255332]
0,0,0,0,0,[3.42428633]
0,0,0,0,0,[3.45675324]
0,0,0,0,0,[3.47370731]
0,0,0,0,0,[3.46489133]
0,0,0,0,0,[3.51151346]
0,0,0,0,0,[3.47904743]
0,0,0,0,0,[3.51293036]
