C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,0.0001,0.3583512226542282
0.0001,10.0,0.001,0.3571395481617044
0.001,10.0,0.0001,0.353890401068569
0.0001,10.0,0.0001,0.35528114184307896
0.0001,10.0,0.0001,0.3539260765079614
0.001,10.0,0.0001,0.37010270561953706
0.0001,10.0,0.001,0.3710488652009975
0.0001,10.0,0.001,0.3707578997878975
0.0001,10.0,1.0,0.37098258814986446
0.01,10.0,1.0,0.371775761620107
0.001,10.0,0.01,0.3617502184840099
0.0001,10.0,0.0001,0.36716741711446355
0.0001,10.0,0.001,0.358491203831283
0.0001,10.0,1.0,0.3675632239523248
0.0001,10.0,0.0001,0.3634831557871892
0.0001,10.0,0.001,0.38058311859683497
0.0001,10.0,1.0,0.35903826797837396
0.0001,10.0,0.001,0.35729872109264693
0.0001,10.0,0.01,0.3551643668066041
0.0001,10.0,0.001,0.36822689861793056
0.0001,10.0,0.0001,0.3559520018473748
0.0001,10.0,0.01,0.3562858563104103
0.0001,10.0,0.1,0.35882891210748175
0.0001,10.0,0.001,0.3797356429907168
0.0001,10.0,0.0001,0.35909800825044963
0.0001,10.0,1000.0,0.3648390048628619
0.0001,10.0,0.0001,0.35519250443181205
0.0001,10.0,1.0,0.35299394529598177
0.0001,10.0,0.01,0.3653031110432108
0.0001,10.0,0.0001,0.3543354059335108
0.0001,10.0,0.0001,0.3688657005577234
0.0001,10.0,1.0,0.35860583883589
0.0001,10.0,0.001,0.3855184125578579
0.0001,10.0,1.0,0.36907363848916763
0.0001,10.0,0.1,0.3597846552561822
0.0001,10.0,0.001,0.3823503785456008
0.0001,1.0,100.0,0.3553142780656421
0.0001,10.0,0.0001,0.3610930499497172
0.0001,10.0,0.001,0.3530460345845781
0.0001,1.0,100.0,0.3551344798083729
