['TNDVI_BBCH45']
"['Red_BBCH45', 'NDVI_BBCH45', 'TNDVI_BBCH45']"
"['MRETVI_BBCH25', 'RedEdge_BBCH45']"
"['MRETVI_BBCH25', 'RedEdge_BBCH45']"
"['MRETVI_BBCH25', 'Red_BBCH45', 'RedEdge_BBCH45', 'NDVI_BBCH45', 'TNDVI_BBCH45']"
"['MRETVI_BBCH25', 'Red_BBCH45', 'RedEdge_BBCH45']"
['TNDVI_BBCH45']
"['Red_BBCH25', 'MTCARI_BBCH25']"
['MRETVI_BBCH25']
['TNDVI_BBCH45']
