['TNDVI_BBCH45']
"['Red_BBCH45', 'NDVI_BBCH45', 'TNDVI_BBCH45']"
['TCARI_BBCH31']
"['TCARI_BBCH31', 'RedEdge_BBCH45']"
"['MRETVI_BBCH25', 'RedEdge_BBCH45', 'TNDVI_BBCH45']"
"['MRETVI_BBCH25', 'TCARI_BBCH31', 'RedEdge_BBCH45']"
['TNDVI_BBCH45']
['Red_BBCH25']
['TCARI_BBCH31']
['TNDVI_BBCH45']
