C,Epsilon,Omega,Kernel_alignment
0.0001,1.0,0.1,0.2809653693457741
0.0001,1.0,0.01,0.2809893260885651
0.0001,1.0,0.0001,0.2833004559673051
0.001,1.0,0.0001,0.2821936206360119
0.0001,1.0,0.001,0.2828659098962144
0.0001,1.0,0.1,0.27896093974344677
0.0001,1.0,1.0,0.272974759926518
0.1,1.0,10.0,0.292616673064523
0.1,1.0,10.0,0.27816574500393876
0.001,1.0,0.0001,0.28533707643173745
0.0001,1.0,0.0001,0.28052643995726284
0.0001,1.0,0.1,0.2743982571741991
0.0001,1.0,0.01,0.28028898934759
0.1,10.0,10.0,0.28491980136745915
0.1,10.0,10.0,0.2811196454819225
0.1,1.0,10.0,0.29529136378814097
0.0001,1.0,1.0,0.27133276916620663
0.1,1.0,1.0,0.2766165345695866
0.1,1.0,0.001,0.28509323613549964
0.0001,1.0,10.0,0.2747610125091366
0.001,1.0,0.0001,0.279458564271447
0.001,1.0,0.001,0.2782995231837897
0.1,1.0,10.0,0.26595355976939283
0.0001,1.0,0.001,0.28904076441476884
0.1,1.0,10.0,0.266701442741279
0.1,1.0,10.0,0.2926025866559993
0.0001,1.0,0.0001,0.2735233588979227
0.1,1.0,10.0,0.2779620703724465
0.0001,1.0,0.0001,0.2820019210623039
0.1,1.0,10.0,0.27513568896122914
0.1,1.0,1.0,0.2672040597715326
0.1,1.0,10.0,0.26763179032431605
0.0001,1.0,0.01,0.27212810283737326
0.0001,10.0,10.0,0.3162249910702167
0.1,1.0,10.0,0.2637442211741285
0.0001,1.0,0.001,0.2963064743591099
0.01,1.0,1.0,0.2827686357625351
0.0001,1.0,0.001,0.2868580246334486
0.01,1.0,0.0001,0.2823215856823712
0.0001,1.0,0.01,0.28050554731337707
