C,Epsilon,Omega,Kernel_alignment
0.0001,1.0,0.0001,0.30523199033697584
0.0001,1.0,0.001,0.30672610542328993
0.0001,1.0,0.001,0.3065799305766233
0.0001,1.0,0.01,0.30678506647276116
0.0001,1.0,0.01,0.30895596503090106
0.0001,1.0,0.01,0.29935124446757744
0.0001,1.0,0.001,0.29396199657592
0.0001,1.0,0.0001,0.3087950026463902
0.0001,1.0,0.001,0.29885314908351446
0.01,1.0,0.0001,0.3232479843960464
0.0001,1.0,0.01,0.3037383686135328
0.0001,1.0,0.0001,0.2936120740515558
0.0001,1.0,0.01,0.2913063679616829
0.0001,1.0,0.0001,0.29831605529646965
0.0001,1.0,0.0001,0.295621823648948
0.001,1.0,0.0001,0.3110139794828737
0.0001,1.0,0.01,0.2927806481983228
0.0001,1.0,0.01,0.2946933317146507
0.0001,1.0,0.01,0.2964998162211592
0.0001,1.0,0.001,0.29255311301156695
0.0001,1.0,0.001,0.30992766395578614
0.0001,1.0,0.001,0.29963171761044194
0.0001,1.0,0.0001,0.2777577546605404
0.0001,1.0,0.001,0.33894465366964277
0.0001,1.0,0.001,0.2778914678561485
0.0001,1.0,0.1,0.3136920723396646
0.0001,1.0,0.01,0.2928994677108893
0.0001,1.0,0.001,0.2954722000570176
0.0001,1.0,0.01,0.3017612692640115
0.0001,1.0,0.01,0.29393286372438454
0.0001,1.0,0.001,0.2816842130567865
0.0001,1.0,0.01,0.27797938376022086
0.0001,1.0,0.0001,0.28056133450672155
0.0001,1.0,0.01,0.30193301301418685
0.0001,1.0,0.0001,0.27811395702115915
0.0001,1.0,0.001,0.2988263289921393
0.0001,1.0,0.001,0.2951038389388781
0.0001,1.0,0.001,0.3003459067916623
0.0001,1.0,0.01,0.29683122923383576
0.0001,1.0,0.01,0.29917854666804766
