C,Epsilon,Omega,Kernel_alignment
0.1,10.0,0.0001,0.23835380860067004
0.01,10.0,10.0,0.2562079543054988
0.1,10.0,1.0,0.243055788402554
0.0001,10.0,10.0,0.24174374309852162
0.0001,10.0,1.0,0.24112662692860243
0.1,10.0,0.01,0.23932458474546847
0.0001,10.0,10.0,0.26257991014189197
0.0001,10.0,10.0,0.2413384158083734
0.001,10.0,0.001,0.2445519104713401
0.01,10.0,10.0,0.24589982500236457
0.0001,1.0,10.0,0.26160117034409475
0.0001,10.0,1.0,0.25257844387794354
0.001,10.0,1.0,0.25634775761671535
0.0001,10.0,10.0,0.2528014786426574
0.0001,10.0,0.01,0.2647588389098203
0.0001,1.0,10.0,0.2469390987530158
0.0001,1.0,10.0,0.2646740338502964
0.0001,1.0,10.0,0.27210143328586506
0.0001,1.0,10.0,0.2665051734615522
0.0001,10.0,0.001,0.24993328393585476
0.0001,10.0,10.0,0.25797402851235773
0.0001,1.0,10.0,0.2567494990490225
0.0001,10.0,10.0,0.25150056355357614
0.0001,10.0,1.0,0.2650507253383413
0.0001,10.0,0.1,0.2510076119207782
0.0001,1.0,10.0,0.2560921538880554
0.0001,10.0,10.0,0.25717321918545766
0.01,10.0,10.0,0.26027386120167706
0.0001,1.0,10.0,0.26276197770105036
0.001,10.0,10.0,0.25890575847763625
0.01,1.0,10.0,0.2509374107848533
0.01,1.0,10.0,0.25163126797654334
0.01,1.0,10.0,0.25006095759864444
0.0001,10.0,10.0,0.2597469441103365
0.0001,1.0,10.0,0.24878376327509005
0.0001,10.0,10.0,0.2568248998790738
0.0001,10.0,0.01,0.2497999362018659
0.0001,10.0,10.0,0.24974917112566908
0.0001,10.0,0.1,0.25155425818836463
0.0001,10.0,0.01,0.2498002114410598
