C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,10.0,0.21662621902472023
0.0001,10.0,0.001,0.23797062935992044
0.0001,10.0,10.0,0.22256651973611022
0.0001,10.0,0.01,0.225563869453576
0.0001,10.0,10.0,0.22110510918145973
0.0001,10.0,10.0,0.21749457849605094
0.0001,10.0,0.0001,0.24419983284826513
0.0001,10.0,10.0,0.22198077857668097
0.0001,10.0,10.0,0.22509194555893203
0.0001,10.0,1.0,0.22767709518921822
0.0001,10.0,1.0,0.23853573889122293
0.0001,10.0,0.0001,0.23212061130061842
0.0001,10.0,10.0,0.23463050270709082
0.0001,10.0,0.001,0.2329922538752214
0.0001,10.0,10.0,0.24472585778253073
0.0001,10.0,0.0001,0.22547239080473297
0.0001,10.0,0.0001,0.24403943332513062
0.0001,10.0,0.0001,0.24817369997400215
0.0001,10.0,0.001,0.24317086363877566
0.0001,10.0,0.001,0.23154184055830254
0.0001,10.0,10.0,0.24312788915406822
0.0001,10.0,0.1,0.2378010053057391
0.0001,10.0,10.0,0.22896895571555592
0.0001,10.0,10.0,0.2568330268667799
0.0001,10.0,0.01,0.22903017867017642
0.0001,10.0,10.0,0.23580697572236198
0.0001,10.0,10.0,0.23802935267818479
0.0001,10.0,10.0,0.23739902876664412
0.0001,10.0,10.0,0.24061487212740798
0.0001,10.0,0.01,0.23971330230922624
0.0001,10.0,10.0,0.23092503700392522
0.0001,1.0,10.0,0.22860444616302167
0.0001,1.0,10.0,0.23289505249751172
0.0001,1.0,10.0,0.23875422581593003
0.0001,1.0,0.0001,0.2386136256353779
0.0001,10.0,10.0,0.23547890737392269
0.0001,10.0,10.0,0.2342437216093035
0.0001,10.0,1.0,0.23263490295225242
0.0001,10.0,10.0,0.23333476756683275
0.0001,10.0,10.0,0.23292079866799076
