C,Epsilon,Omega,Kernel_alignment
0.01,1.0,0.0001,0.7733022517601288
0.0001,100.0,10000.0,0.8071234682766731
0.0001,10.0,0.01,0.8054574254958033
0.0001,10.0,10.0,0.793548876149614
0.0001,100.0,10.0,0.7859360521779118
0.0001,10.0,0.0001,0.7975485002203254
0.0001,100.0,0.0001,0.7641854154005987
0.0001,100.0,0.001,0.787055345684601
0.0001,10.0,100.0,0.8043484688543967
0.0001,1.0,0.001,0.7797146822325116
