C,Omega,Epsilon,Kernel_alignment
0.0001,100.0,1000.0,0.8418645132892363
0.0001,10000.0,10.0,0.8421874915616686
0.001,100.0,100.0,0.8440389338081576
0.001,1000.0,0.01,0.8464579624817948
0.0001,100.0,10.0,0.8459404118036257
0.0001,10000.0,0.0001,0.841962050575807
0.01,10000.0,1.0,0.8372953346166137
0.01,1000.0,1000.0,0.8395848798882991
0.001,100.0,100.0,0.8401805691139719
0.001,100.0,0.0001,0.841363647086242
0.0001,10.0,10.0,0.8388971194927497
0.01,100.0,1.0,0.8390052774128899
0.01,10.0,10.0,0.8424902103908027
0.001,1000.0,1.0,0.8426966527878995
0.0001,100.0,0.0001,0.8451045287121023
0.0001,1000.0,0.01,0.8391160401110832
0.01,1000.0,0.01,0.8366004555912798
0.0001,10.0,10.0,0.8361442007521281
0.01,10000.0,100.0,0.8355772172522147
0.01,100.0,10.0,0.8378525845137421
0.0001,100.0,0.1,0.8431494124463859
0.1,100.0,0.0001,0.8411726518149893
0.1,1000.0,1000.0,0.8418135028618665
0.0001,1000.0,100.0,0.8408307097163484
0.0001,1000.0,10.0,0.8405182078943271
0.001,10000.0,100.0,0.8419186235619767
0.01,1.0,10000.0,0.8350178683755536
0.001,100.0,100.0,0.8365328185742993
0.01,10000.0,10000.0,0.8370147108709061
0.001,10.0,0.01,0.8360755419386596
0.1,100.0,1.0,0.8396576865500704
0.01,1.0,0.001,0.8407021730108278
0.1,100.0,0.01,0.8428464964013114
0.0001,10000.0,0.1,0.8391954081609212
0.1,100.0,10.0,0.8376830388121524
0.001,10000.0,100.0,0.8354987249893573
0.0001,1000.0,0.001,0.8418953685834246
0.001,100.0,0.001,0.8370513365103333
0.1,10000.0,1000.0,0.8405167998340841
0.01,100.0,0.1,0.8416026153995486
