Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[34.2905812]
0,0,0,0,0,[17.61797523]
0,0,0,0,0,[19.37578121]
0,0,0,0,0,[30.27946264]
0,0,0,0,0,[19.65021815]
0,0,0,0,0,[43.73647023]
0,0,0,0,0,[67.30696277]
0,0,0,0,0,[60.04989312]
0,0,0,0,0,[60.43045074]
0,0,0,0,0,[39.84830673]
0,0,0,0,0,[39.49498958]
0,0,0,0,0,[56.01989071]
0,0,0,0,0,[25.29106071]
0,0,0,0,0,[42.27003568]
0,0,0,0,0,[14.12330826]
0,0,0,0,0,[89.7003163]
0,0,0,0,0,[107.45300241]
0,0,0,0,0,[100.22417002]
0,0,0,0,0,[91.26374374]
0,0,0,0,0,[95.86321774]
0,0,0,0,0,[36.85517984]
0,0,0,0,0,[35.99859168]
0,0,0,0,0,[37.22841332]
0,0,0,0,0,[27.57558516]
0,0,0,0,0,[35.95178463]
0,0,0,0,0,[118.23899492]
0,0,0,0,0,[131.2574685]
0,0,0,0,0,[100.16772919]
0,0,0,0,0,[81.0117986]
0,0,0,0,0,[97.23221121]
0,0,0,0,0,[42.42588754]
0,0,0,0,0,[50.89454416]
0,0,0,0,0,[65.92422017]
0,0,0,0,0,[30.41626197]
0,0,0,0,0,[41.21441748]
0,0,0,0,0,[112.32738143]
0,0,0,0,0,[111.67445157]
0,0,0,0,0,[120.07543272]
0,0,0,0,0,[138.79128481]
0,0,0,0,0,[143.38735323]
