Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.72804171]
0,0,0,0,0,[-0.66526107]
0,0,0,0,0,[-0.95800932]
0,0,0,0,0,[-0.90288842]
0,0,0,0,0,[-0.49435549]
0,0,0,0,0,[0.17170846]
0,0,0,0,0,[-0.04881056]
0,0,0,0,0,[-0.29181423]
0,0,0,0,0,[-0.15927954]
0,0,0,0,0,[-0.77835443]
0,0,0,0,0,[-1.03859757]
0,0,0,0,0,[-0.59110342]
0,0,0,0,0,[-0.72035236]
0,0,0,0,0,[-0.5968987]
0,0,0,0,0,[-0.62153091]
0,0,0,0,0,[0.11373075]
0,0,0,0,0,[0.91851338]
0,0,0,0,0,[0.61209579]
0,0,0,0,0,[0.65390738]
0,0,0,0,0,[1.01520019]
0,0,0,0,0,[-0.90744487]
0,0,0,0,0,[-0.84534559]
0,0,0,0,0,[-0.78268097]
0,0,0,0,0,[0.04568266]
0,0,0,0,0,[-0.54960062]
0,0,0,0,0,[1.18453721]
0,0,0,0,0,[0.91934057]
0,0,0,0,0,[0.73327388]
0,0,0,0,0,[0.63302593]
0,0,0,0,0,[1.03318287]
0,0,0,0,0,[-0.74313364]
0,0,0,0,0,[-0.93114486]
0,0,0,0,0,[0.40008926]
0,0,0,0,0,[-0.56419837]
0,0,0,0,0,[-0.72067319]
0,0,0,0,0,[0.93259898]
0,0,0,0,0,[1.28128649]
0,0,0,0,0,[1.06019115]
0,0,0,0,0,[1.54888927]
0,0,0,0,0,[1.2155258]
