Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.71830728]
0,0,0,0,0,[-1.03214436]
0,0,0,0,0,[-0.89083025]
0,0,0,0,0,[-0.84391887]
0,0,0,0,0,[-0.88983609]
0,0,0,0,0,[0.58481207]
0,0,0,0,0,[0.44209294]
0,0,0,0,0,[0.04120011]
0,0,0,0,0,[-0.22370302]
0,0,0,0,0,[-0.64919232]
0,0,0,0,0,[-1.16691986]
0,0,0,0,0,[-0.90314434]
0,0,0,0,0,[-0.91098005]
0,0,0,0,0,[-0.89507819]
0,0,0,0,0,[-0.8518255]
0,0,0,0,0,[0.55405465]
0,0,0,0,0,[0.9801178]
0,0,0,0,0,[0.76245966]
0,0,0,0,0,[0.42095879]
0,0,0,0,0,[1.48776113]
0,0,0,0,0,[-0.88020443]
0,0,0,0,0,[-0.86921292]
0,0,0,0,0,[-0.99896623]
0,0,0,0,0,[-0.71499292]
0,0,0,0,0,[-0.90185649]
0,0,0,0,0,[1.35194921]
0,0,0,0,0,[1.08478371]
0,0,0,0,0,[0.77497842]
0,0,0,0,0,[0.43701965]
0,0,0,0,0,[1.20612931]
0,0,0,0,0,[-0.72359494]
0,0,0,0,0,[-0.57167024]
0,0,0,0,0,[-0.23267024]
0,0,0,0,0,[-0.85704565]
0,0,0,0,0,[-0.91818711]
0,0,0,0,0,[1.22779051]
0,0,0,0,0,[1.31094722]
0,0,0,0,0,[0.92401232]
0,0,0,0,0,[1.65207271]
0,0,0,0,0,[1.0197968]
