Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[9.25238785]
0,0,0,0,0,[7.03379935]
0,0,0,0,0,[6.78833862]
0,0,0,0,0,[7.00023463]
0,0,0,0,0,[6.33422824]
0,0,0,0,0,[6.03570814]
0,0,0,0,0,[8.08923381]
0,0,0,0,0,[6.49000325]
0,0,0,0,0,[6.33483252]
0,0,0,0,0,[9.48302784]
0,0,0,0,0,[6.14738184]
0,0,0,0,0,[7.89692279]
0,0,0,0,0,[9.84310658]
0,0,0,0,0,[8.17624409]
0,0,0,0,0,[7.01292999]
0,0,0,0,0,[6.73472844]
0,0,0,0,0,[7.05914759]
0,0,0,0,0,[6.47804502]
0,0,0,0,0,[6.74688057]
0,0,0,0,0,[1.23350459]
0,0,0,0,0,[7.1767716]
0,0,0,0,0,[6.96567692]
0,0,0,0,0,[8.655307]
0,0,0,0,0,[6.2948258]
0,0,0,0,0,[8.48961974]
0,0,0,0,0,[12.35281895]
0,0,0,0,0,[6.22406278]
0,0,0,0,0,[6.97479122]
0,0,0,0,0,[7.71511444]
0,0,0,0,0,[6.38202313]
0,0,0,0,0,[8.89736847]
0,0,0,0,0,[8.68906165]
0,0,0,0,0,[8.11482032]
0,0,0,0,0,[7.72370846]
0,0,0,0,0,[8.31030747]
0,0,0,0,0,[6.1342459]
0,0,0,0,0,[7.7238376]
0,0,0,0,0,[6.42266438]
0,0,0,0,0,[7.70366899]
0,0,0,0,0,[8.12189722]
