C,Epsilon,Omega,Kernel_alignment
0.01,10.0,1.0,0.8987835045256344
0.0001,10.0,100.0,0.891317332002906
0.0001,1000.0,1.0,0.896405040653223
0.0001,10.0,0.0001,0.8952919475670279
0.01,10.0,0.0001,0.8964890584680267
0.001,10.0,100.0,0.8955982233674794
0.0001,100.0,100.0,0.889746644457282
0.01,10.0,100.0,0.8926894405140602
0.1,10.0,0.01,0.8953122667649243
0.0001,100.0,10.0,0.8974436337024498
