C,Epsilon,Omega,Kernel_alignment
0.0001,0.01,0.0001,0.8194297874480273
0.01,0.1,1.0,0.8198054775996912
0.0001,0.01,10.0,0.8138346618961538
0.0001,0.1,1000.0,0.7697573780369596
0.01,1.0,10000.0,0.7429947085412121
0.0001,0.1,10000.0,0.7532221362065987
0.01,0.1,100.0,0.8275467397570644
0.01,0.1,10000.0,0.7556376604847754
0.01,0.01,1.0,0.8254864531484519
0.01,0.1,10000.0,0.7461371184809708
