"['Green_BBCH25', 'Red_BBCH25', 'Green_BBCH31', 'Red_BBCH31', 'Green_BBCH45', 'Red_BBCH45']"
"['Green_BBCH25', 'Red_BBCH25', 'Green_BBCH31', 'Red_BBCH31', 'Green_BBCH45', 'Red_BBCH45']"
"['Green_BBCH25', 'Red_BBCH25', 'TNDVI_BBCH25', 'Green_BBCH31', 'Red_BBCH31', 'TNDVI_BBCH31', 'Green_BBCH45', 'Red_BBCH45', 'TNDVI_BBCH45']"
"['Green_BBCH25', 'Green_BBCH31', 'Green_BBCH45']"
