Rold,Rnew,RMSE,CVrmse,MAE
0.5545375002275417,0.6958851739282722,1.4030460580062376,19.15006212655261,1.0155697646676467
0.5900719825389802,0.8350603147540581,1.3402875724445478,16.7329791023971,0.9882828951809397
0.4545271504138141,0.6727511429274191,1.913252099168603,23.935716101620848,1.6460388845239478
0.6161695175721826,0.7344241558746187,1.6077331469113914,20.466418976097277,1.3562468546879698
0.43977474658890525,0.6696511030100316,1.5009002394822761,19.73489241214317,1.4536394038325051
0.4195715943305144,0.7345655070509151,1.5626366969676124,20.56557554019544,1.3153225169623515
0.4780334826441134,0.6525895614247943,1.8234276539510774,23.010910001196685,1.6264489134881281
0.532615506227617,0.7279472196474425,1.4141325751003482,18.890000276849452,0.9871704345332801
0.4571806811097153,0.7539140316095325,1.7105600339626386,22.385701842046164,1.3134462375430123
0.5918758724864495,0.6118396881446138,1.5283179177284458,19.734029102328105,1.3102309368272722
