Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[2.88567084]
0,0,0,0,0,[3.00801981]
0,0,0,0,0,[2.70296132]
0,0,0,0,0,[3.5664204]
0,0,0,0,0,[3.1455964]
0,0,0,0,0,[2.28767415]
0,0,0,0,0,[3.82412056]
0,0,0,0,0,[2.0359039]
0,0,0,0,0,[2.69076374]
0,0,0,0,0,[3.84944991]
0,0,0,0,0,[4.07734358]
0,0,0,0,0,[4.52594287]
0,0,0,0,0,[5.23833978]
0,0,0,0,0,[5.32358876]
0,0,0,0,0,[3.84878498]
0,0,0,0,0,[4.38618679]
0,0,0,0,0,[3.53540795]
0,0,0,0,0,[3.8294745]
0,0,0,0,0,[4.08876773]
0,0,0,0,0,[4.19965043]
0,0,0,0,0,[5.10448746]
0,0,0,0,0,[4.41718755]
0,0,0,0,0,[5.79790288]
0,0,0,0,0,[5.92155579]
0,0,0,0,0,[5.49053443]
0,0,0,0,0,[5.43913699]
0,0,0,0,0,[4.46276692]
0,0,0,0,0,[4.02851478]
0,0,0,0,0,[4.50451499]
0,0,0,0,0,[3.42200754]
0,0,0,0,0,[6.47655674]
0,0,0,0,0,[6.0940945]
0,0,0,0,0,[5.30277145]
0,0,0,0,0,[6.58409489]
0,0,0,0,0,[6.7415299]
0,0,0,0,0,[4.80783397]
0,0,0,0,0,[5.72791431]
0,0,0,0,0,[5.0942817]
0,0,0,0,0,[5.63040298]
0,0,0,0,0,[5.82528498]
