Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.292812]
0,0,0,0,0,[-0.36027723]
0,0,0,0,0,[-0.43988364]
0,0,0,0,0,[-0.57344826]
0,0,0,0,0,[-0.3491266]
0,0,0,0,0,[-0.06106766]
0,0,0,0,0,[0.87001346]
0,0,0,0,0,[0.17617032]
0,0,0,0,0,[0.24693306]
0,0,0,0,0,[-0.1738226]
0,0,0,0,0,[0.20039748]
0,0,0,0,0,[-0.10631234]
0,0,0,0,0,[-0.16228958]
0,0,0,0,0,[0.06724808]
0,0,0,0,0,[-0.34118181]
0,0,0,0,0,[0.31853782]
0,0,0,0,0,[0.88394809]
0,0,0,0,0,[0.88409615]
0,0,0,0,0,[0.92491201]
0,0,0,0,0,[0.55839024]
0,0,0,0,0,[-0.21625003]
0,0,0,0,0,[-0.01947914]
0,0,0,0,0,[-0.05342018]
0,0,0,0,0,[0.20606224]
0,0,0,0,0,[0.0786508]
0,0,0,0,0,[0.36302257]
0,0,0,0,0,[0.66997941]
0,0,0,0,0,[0.98194248]
0,0,0,0,0,[0.59743874]
0,0,0,0,0,[0.83789739]
0,0,0,0,0,[-0.26576577]
0,0,0,0,0,[-0.19123008]
0,0,0,0,0,[0.4745101]
0,0,0,0,0,[-0.01514052]
0,0,0,0,0,[-0.02436884]
0,0,0,0,0,[0.28518033]
0,0,0,0,0,[0.87701321]
0,0,0,0,0,[0.67039119]
0,0,0,0,0,[0.96481989]
0,0,0,0,0,[0.83801671]
