Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[88.55952073]
0,0,0,0,0,[95.73742201]
0,0,0,0,0,[56.23477372]
0,0,0,0,0,[81.11492493]
0,0,0,0,0,[65.69797202]
0,0,0,0,0,[63.21766878]
0,0,0,0,0,[89.38335456]
0,0,0,0,0,[45.05468548]
0,0,0,0,0,[92.80461223]
0,0,0,0,0,[87.20773646]
0,0,0,0,0,[74.63841327]
0,0,0,0,0,[83.12567109]
0,0,0,0,0,[108.38205477]
0,0,0,0,0,[103.56821376]
0,0,0,0,0,[90.32880808]
0,0,0,0,0,[73.83324428]
0,0,0,0,0,[105.4343068]
0,0,0,0,0,[107.26634034]
0,0,0,0,0,[106.1470865]
0,0,0,0,0,[86.70202031]
0,0,0,0,0,[76.87532562]
0,0,0,0,0,[105.08218374]
0,0,0,0,0,[133.12092739]
0,0,0,0,0,[92.91040606]
0,0,0,0,0,[111.53591555]
0,0,0,0,0,[97.31596642]
0,0,0,0,0,[104.71280167]
0,0,0,0,0,[108.3377643]
0,0,0,0,0,[76.86374533]
0,0,0,0,0,[103.81468488]
0,0,0,0,0,[97.84358032]
0,0,0,0,0,[101.28832707]
0,0,0,0,0,[96.18830921]
0,0,0,0,0,[106.12868863]
0,0,0,0,0,[91.60075929]
0,0,0,0,0,[78.01559728]
0,0,0,0,0,[157.75417164]
0,0,0,0,0,[103.8347945]
0,0,0,0,0,[103.69703288]
0,0,0,0,0,[104.95519791]
