C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,1000.0,0.3186416410020398
0.0001,10.0,100.0,0.3261446163322699
0.0001,10.0,100.0,0.32830114450999787
0.0001,10.0,100.0,0.3241575282030876
0.0001,10.0,100.0,0.3257104496115916
0.0001,10.0,100.0,0.3223242645448735
0.0001,10.0,100.0,0.32137166269064044
0.0001,10.0,100.0,0.32327533576432266
0.0001,10.0,100.0,0.3209409915667349
0.0001,10.0,100.0,0.32667656220603897
0.0001,10.0,100.0,0.3442041089112357
0.0001,10.0,1.0,0.3440400465472
0.0001,10.0,100.0,0.3410472649444246
0.0001,10.0,100.0,0.34767171025925314
0.0001,10.0,100.0,0.3473625119875445
0.0001,10.0,100.0,0.35153439059538766
0.0001,10.0,1.0,0.3356899165283256
0.0001,10.0,10.0,0.3436095518927689
0.0001,10.0,100.0,0.34334935200590927
0.0001,10.0,100.0,0.34606687657706087
0.001,10.0,0.1,0.33410745951414383
0.0001,10.0,100.0,0.33812202542921727
0.0001,10.0,0.1,0.34093818269040366
0.0001,10.0,0.1,0.3303278015125541
0.0001,10.0,100.0,0.3427503569719771
0.001,10.0,100.0,0.34169930571315016
0.0001,10.0,100.0,0.3413568433039583
0.0001,10.0,100.0,0.34091947863925415
0.0001,10.0,100.0,0.3421722610483666
0.0001,10.0,100.0,0.34197331053984026
0.0001,10.0,0.01,0.3356932880293658
0.0001,10.0,0.0001,0.3273490237589255
0.0001,10.0,1.0,0.33971676536594303
0.0001,10.0,0.001,0.3318143433777843
0.0001,10.0,100.0,0.33031078600304886
0.0001,10.0,0.1,0.3354393465129884
0.0001,10.0,100.0,0.33268821442185703
0.0001,10.0,100.0,0.33467946551746797
0.0001,10.0,100.0,0.332653607566466
0.0001,10.0,100.0,0.33143139415347267
