C,Epsilon,Omega,Kernel_alignment
0.01,10.0,10.0,0.32575566942430384
0.0001,10.0,10.0,0.317067105988899
0.0001,10.0,10.0,0.33873082743600297
0.0001,10.0,1.0,0.33187334820180425
0.0001,10.0,0.0001,0.31875362201713975
0.0001,10.0,100.0,0.30593431632551266
0.0001,10.0,0.01,0.30633265513092434
0.0001,10.0,100.0,0.31089346280022434
0.0001,10.0,10.0,0.3073573730478853
0.0001,10.0,10.0,0.3123744865275837
0.0001,10.0,100.0,0.31249930775614265
0.0001,10.0,10.0,0.3220530834413884
0.0001,10.0,0.01,0.31600715234008037
0.0001,10.0,0.001,0.3114368509402063
0.0001,10.0,100.0,0.3179522319661731
0.0001,10.0,0.1,0.3110583977753273
0.0001,10.0,10.0,0.30803946780642966
0.0001,10.0,10.0,0.31304509249185025
0.0001,10.0,0.01,0.31248210056825115
0.0001,10.0,100.0,0.3078894759476621
0.0001,10.0,1.0,0.3068404228583536
0.0001,10.0,10.0,0.3212340829115348
0.0001,10.0,100.0,0.30385059019095045
0.0001,10.0,10.0,0.2981630646007467
0.0001,10.0,100.0,0.31583514564502096
0.0001,10.0,10.0,0.31340503043945905
0.0001,10.0,10.0,0.31129351484388346
0.0001,10.0,0.1,0.3096745268029568
0.0001,10.0,100.0,0.3095945326044483
0.0001,10.0,1.0,0.30799924298499193
0.0001,10.0,0.0001,0.299957436939939
0.0001,10.0,100.0,0.31024268502002694
0.0001,10.0,10.0,0.30918995575135483
0.0001,10.0,0.1,0.29984641011470703
0.0001,10.0,10.0,0.3071737466208234
0.0001,10.0,0.01,0.316061813539339
0.0001,10.0,1.0,0.3188315620332355
0.0001,10.0,10.0,0.3160006468462725
0.0001,10.0,10.0,0.3183180287208948
0.0001,10.0,0.0001,0.31880255480166203
