C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.32425491079604796
0.0001,10.0,10.0,0.3154490572047394
0.0001,10.0,100.0,0.3382637574321966
0.0001,10.0,10.0,0.3312502287512642
0.0001,10.0,10.0,0.3183236810795283
0.0001,10.0,10.0,0.3052759440662075
0.0001,10.0,10.0,0.305541417583
0.0001,10.0,10.0,0.3103641100168926
0.0001,10.0,10.0,0.3059841676163285
0.0001,10.0,10.0,0.3108404982737963
0.0001,10.0,10.0,0.31044797479179376
0.0001,10.0,10.0,0.3218916039270457
0.0001,10.0,10.0,0.3155277672220789
0.0001,10.0,10.0,0.3123353210480897
0.0001,10.0,10.0,0.3183581074624869
0.0001,10.0,10.0,0.3114004503594512
0.0001,10.0,10.0,0.30763467487529905
0.0001,10.0,10.0,0.312627845807315
0.0001,10.0,10.0,0.31241399166836126
0.0001,10.0,10.0,0.3077879082419289
0.0001,10.0,10.0,0.3069663410792887
0.0001,10.0,10.0,0.3207390332060303
0.0001,10.0,10.0,0.29910760333043945
0.0001,10.0,10.0,0.2987021441797666
0.0001,10.0,100.0,0.3163052982058921
0.0001,10.0,10.0,0.31228651959449644
0.0001,10.0,10.0,0.311245340597308
0.0001,10.0,10.0,0.3091084378411052
0.0001,10.0,10.0,0.30948943852906213
0.0001,10.0,10.0,0.30786109970469105
0.0001,10.0,10.0,0.29883131898631193
0.0001,10.0,100.0,0.29216271437859564
0.0001,10.0,10.0,0.3090426479496096
0.0001,10.0,0.1,0.301125537312838
0.0001,10.0,10.0,0.3057597194492191
0.0001,10.0,10.0,0.3160127803149524
0.0001,10.0,10.0,0.3184122838520293
0.0001,10.0,10.0,0.3157810557266828
0.0001,10.0,10.0,0.317644103658307
0.0001,10.0,10.0,0.31861940793975096
