C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.3005255364958531
0.0001,10.0,10.0,0.2983646497408953
0.001,10.0,10.0,0.3120633860118331
0.0001,10.0,1.0,0.3076080843113207
0.0001,10.0,10.0,0.29727095720260865
0.0001,10.0,1.0,0.28476732288087714
0.0001,10.0,0.0001,0.28363724725689243
0.01,10.0,1.0,0.2833326208483164
0.0001,10.0,0.001,0.27861178292811817
0.0001,10.0,1.0,0.2857046392191402
0.0001,10.0,10.0,0.2973085385968887
0.0001,10.0,10.0,0.30992235060364176
0.0001,10.0,10.0,0.29984149805745164
0.0001,10.0,0.1,0.307533943549112
0.0001,10.0,0.01,0.30658110051587606
0.0001,10.0,1.0,0.2987207488211866
0.0001,10.0,10.0,0.2906039673740494
0.0001,10.0,0.1,0.299222519202226
0.0001,10.0,1.0,0.2987227968733003
0.0001,10.0,10.0,0.296293114286292
0.0001,10.0,10.0,0.2913329223664858
0.0001,10.0,10.0,0.29732179107533274
0.0001,10.0,10.0,0.296138935175825
0.0001,10.0,10.0,0.2881117561594712
0.0001,10.0,1.0,0.2992787376576905
0.0001,10.0,0.01,0.30074374361957806
0.0001,10.0,0.1,0.29963442430630877
0.0001,10.0,0.0001,0.2910396969471904
0.0001,10.0,10.0,0.2962835639618483
0.0001,10.0,1.0,0.2948352745269487
0.0001,10.0,10.0,0.2885227930357971
0.0001,10.0,10.0,0.2839722687473572
0.0001,10.0,10.0,0.29369195480443805
0.0001,10.0,10.0,0.2960403820853204
0.0001,10.0,100.0,0.2859707327775542
0.0001,10.0,10.0,0.30097685805479446
0.0001,10.0,10.0,0.29662088743365855
0.0001,10.0,10.0,0.3001628656982721
0.0001,10.0,1.0,0.2995838710800051
0.0001,10.0,10.0,0.2982460940453593
