scenario1,scenario2,scenario3,scenario4,scenario5,scenario6
10.062141105806578,9.404176352382851,10.159696185403725,10.34532789776075,9.775826817593124,9.59433949726928
33.075068119827364,49.8523998582626,32.33704647588731,48.21136908378343,35.43985553482558,42.388847761208524
7.434300573450974,8.303537234082214,7.423601835857148,8.171743205019975,8.546298647789717,7.960077540997936
57.406015798441985,53.19455310632976,58.7912159529513,54.02586537797663,45.901028368233106,45.21681036515746
11.855966082239906,10.225726870266275,10.912540021374948,11.688972522716892,11.849987108127337,11.82684674768947
27.541040982371825,29.09595362689015,27.15819561651675,28.567389353916226,29.66612530885274,32.1155006458679
47.03268322709512,40.46018148614133,39.13292952905122,42.062741494089416,39.94322906939195,41.38223842110153
20.690182221019075,18.472295771502008,19.33406708586471,21.387849146870817,16.70817790473912,23.603495090947344
5.127891476290194,5.9082481635105175,5.225375731101003,5.674605592381412,6.441721499704022,6.200899499069462
14.103961207821582,13.62506491102832,13.807774195385308,13.592036383204618,15.359724156993025,12.098832198533225
21.349664261715297,19.36899898998586,23.743897962752744,19.056940987474142,18.080078491619425,20.741867858983227
12.805156452404107,15.930862313540276,13.680781993361505,16.55199131843378,14.246326803734016,18.849250924525897
5.985912031083079,5.954087389783183,6.04861915286951,5.7297244155076665,6.4181095553164935,5.571134844410988
15.612240583692177,14.683704521028558,15.157881018915322,14.704018130986626,13.939596084673006,14.546893790600334
21.78240993095092,19.8515191149693,23.633832371677627,19.059402736474333,18.02947777751448,24.292811310986174
13.910721994193905,13.47109536796343,13.57991010648838,13.740459527054103,11.25291631693614,17.689261001981734
27.29232373401503,27.504908291607094,25.83479799075348,28.513209453980252,28.258397303568987,25.558684917550064
39.06827212445479,37.50081195619923,34.870683626213435,39.955525802896304,36.45048676324917,33.70010497749678
28.638422201838516,24.96344109160262,28.142246578518815,34.475919247002935,26.87020383460554,31.356443565143557
47.862484227423494,44.73880757580374,47.01973417194522,48.57472149112553,43.774829150793806,57.23322060016756
49.637543607366354,55.63522204881812,49.45970199442051,61.994371423880494,46.424209090615555,58.36477975554948
72.47475603845534,74.92580562088833,72.26076400828609,90.21492911635117,72.29279237860585,82.81274590860346
29.482800040824177,26.632896146234387,29.44707629568068,25.90447520644457,26.381170439122176,34.2201413886295
10.658827835352529,11.703721198966694,10.660680071617547,11.103959909230959,9.229742596531887,12.113482091024519
7.206612659842894,8.008090229685585,6.954631722648,7.830486288930399,7.554574981916048,10.334018366706157
43.40241969353942,30.557427351739122,41.91424106063134,31.585750054634573,32.12123524936985,45.80003156908944
16.223711636094908,20.395526347970016,16.838614842760606,18.339932632524043,18.78536717636145,19.959739305080088
20.494696756071246,25.23233932743165,20.643150513184864,25.194142712224817,24.623887253249002,25.392595022333932
17.43783024142718,18.58084227924692,16.83315616735188,19.46246368092291,18.626729985867822,28.55007521222805
24.83833739804421,27.147564507201086,22.99096262834411,28.23739327193037,41.28916041516124,43.792865462572045
25.382972412251842,28.73448614527606,24.787475613747063,29.682742014912854,32.64352074533608,41.12629621392126
44.19831608126159,39.22360750652908,45.07118555200738,41.75953583530071,47.57317778346043,59.51284569852754
13.722809525245811,18.402440266075796,13.50004305856454,20.496221527417273,16.374000447210804,20.365689811945256
9.24435820634764,10.740247539383532,9.184815067019766,10.761988397624805,10.45501986447178,10.522384259081676
6.294679708584963,7.1890838898575025,6.197369795634269,7.022943107449358,8.029200954430646,7.682566649379404
15.922534507690944,22.525030176301627,15.007285822183002,21.23471650140872,23.67430084481878,26.057963268700096
18.979065129527132,19.356343872557492,19.213695569128546,18.36448632430489,19.31492590879501,21.601783536191686
24.19493088991447,25.75732817472151,25.180150241706233,26.225490427647628,25.496567142641272,23.48399434002615
15.312997333303816,20.499597295909858,14.521441441536261,21.72014403431657,27.98297649544209,19.141897874484354
30.446398584097665,38.44043103188708,30.320606388098696,39.134406441179436,51.18131375973648,34.74712559379007
30.658504156849233,31.34603196801705,31.85573617587687,32.970513195276695,38.454870282153934,39.48708487900916
51.830053323035244,49.43180458832857,51.31898400024792,49.98729434918457,67.11589211642017,52.72237449365536
15.73861586052196,18.125743468721026,15.761089997202951,19.476569500914913,17.741814976281756,19.626451506822878
10.182192203540556,10.779603032709785,9.753778233191145,10.980373886213368,10.755609986759675,10.28246686862316
6.16865145487207,9.359415714652767,6.118547707397623,8.542996814723491,8.500444250945254,7.733298898076494
17.59422292825335,22.822724348151443,17.985465207886048,22.02437293224073,25.681355363632953,23.771345440390018
