Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[26.33345144]
0,0,0,0,0,[26.27597757]
0,0,0,0,0,[26.86425897]
0,0,0,0,0,[25.86299009]
0,0,0,0,0,[27.28863351]
0,0,0,0,0,[28.2053868]
0,0,0,0,0,[29.48187072]
0,0,0,0,0,[28.70116984]
0,0,0,0,0,[28.20777191]
0,0,0,0,0,[28.28960318]
0,0,0,0,0,[27.85567743]
0,0,0,0,0,[26.54630649]
0,0,0,0,0,[29.29980106]
0,0,0,0,0,[28.07242591]
0,0,0,0,0,[26.3965028]
0,0,0,0,0,[28.7945831]
0,0,0,0,0,[29.80223343]
0,0,0,0,0,[29.21792392]
0,0,0,0,0,[30.12010545]
0,0,0,0,0,[28.66428884]
0,0,0,0,0,[28.21767335]
0,0,0,0,0,[28.61314693]
0,0,0,0,0,[28.33533469]
0,0,0,0,0,[26.99176424]
0,0,0,0,0,[28.15711116]
0,0,0,0,0,[28.88505738]
0,0,0,0,0,[24.92775057]
0,0,0,0,0,[28.94386251]
0,0,0,0,0,[27.70938184]
0,0,0,0,0,[29.3726809]
0,0,0,0,0,[27.82213897]
0,0,0,0,0,[28.93509954]
0,0,0,0,0,[27.47793071]
0,0,0,0,0,[30.00904984]
0,0,0,0,0,[29.29503624]
0,0,0,0,0,[28.70309166]
0,0,0,0,0,[27.86719843]
0,0,0,0,0,[29.82227089]
0,0,0,0,0,[28.98899522]
0,0,0,0,0,[29.24625376]
