Rold,Rnew,RMSE,CVrmse,MAE
0.7508160935199414,0.7671991130316957,0.7939542354102992,16.57957160867239,0.5891828670631885
0.6714234116608127,0.42312399461742334,1.1151214686425484,25.386942940069396,0.8258736858984854
0.752294197335769,0.6886409237235827,0.6511296876880138,14.017861952379201,0.5163624021059303
0.9438831728149929,0.7223190180273837,0.5790773618143535,12.647062229087712,0.5230232233932348
0.5679102470272481,0.4101965534042564,1.1461054519059655,25.085755445274213,0.5920583180063641
0.49376678990250766,0.4666163833767353,1.1160155682545696,25.744303765964695,0.6988152312618591
0.6823865213502583,0.6823862166699993,0.955369144915293,22.31519170605064,0.7727568789258265
0.8624090900885208,0.8624012084094255,0.3902774491793877,9.180298716363135,0.3136521053279705
0.5626114348903453,0.800052355213596,0.724783553960974,15.816335056431509,0.5895667500051317
0.8480574102360916,0.8077961646628897,0.578084860236107,12.62538597294255,0.5065738688170636
