C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,0.0001,0.4925156924919875
0.0001,1.0,1000.0,0.46674631057728766
0.0001,10.0,1000.0,0.450598682271473
0.0001,10.0,100.0,0.48150350755978993
0.0001,10.0,100.0,0.4792300609893586
0.001,10.0,1000.0,0.4539616555012225
0.0001,10.0,10.0,0.44871806619755905
0.0001,10.0,0.001,0.4940883223218158
0.01,10.0,0.001,0.4973605025382577
0.01,10.0,0.0001,0.47507666823959144
