C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,1.0,0.9332520977421271
0.1,1000.0,1000.0,0.9202913124412095
0.1,1000.0,1000.0,0.9214943091470486
0.1,10.0,1.0,0.9342677114782325
0.0001,1000.0,1000.0,0.9249548716408923
0.0001,10.0,0.0001,0.9298491463888889
0.1,100.0,1000.0,0.9275161605202671
0.01,100.0,10000.0,0.9208440670717428
0.1,1000.0,1000.0,0.9223530228494655
0.1,10.0,0.001,0.9335663603272033
