C,Epsilon,Omega,Kernel_alignment
0.0001,1.0,1000.0,0.7412878026850981
0.0001,1.0,1000.0,0.7439127144701959
0.0001,1.0,1000.0,0.7423671535959615
0.0001,1.0,1000.0,0.7448926517189427
0.0001,1.0,100.0,0.7457495803329427
0.1,100.0,10000.0,0.7426636150616633
0.0001,1.0,100.0,0.7436369018853484
0.0001,1.0,100.0,0.7448918014537098
0.0001,1.0,100.0,0.7476575635745446
0.1,100.0,10000.0,0.7429641798133345
0.0001,1.0,1000.0,0.7358323919180672
0.0001,1.0,1000.0,0.7409991319906194
0.0001,1.0,100.0,0.7310688276354337
0.1,100.0,10000.0,0.7346859506216284
0.0001,1.0,1000.0,0.7415824809753833
0.0001,1.0,1000.0,0.7411168492382725
0.0001,1.0,1000.0,0.7411310812178221
0.0001,1.0,1000.0,0.7422062545375482
0.0001,1.0,1000.0,0.7405511299944133
0.0001,1.0,100.0,0.739701886367325
0.0001,1.0,1000.0,0.7442745200167262
0.0001,1.0,1000.0,0.7392967179961754
0.0001,1.0,1000.0,0.7307187248118904
0.0001,1.0,1000.0,0.7417179892659881
0.0001,1.0,1000.0,0.7339764294522587
0.0001,1.0,100.0,0.7396556490835237
0.0001,1.0,1000.0,0.7391397892893782
0.0001,1.0,1000.0,0.740081712102482
0.0001,1.0,1000.0,0.7384417990202257
0.0001,1.0,1000.0,0.7418423108957253
0.0001,1.0,1000.0,0.7378095518205172
0.0001,1.0,1000.0,0.7381912572889859
0.0001,1.0,100.0,0.7454255436874944
0.0001,1.0,1000.0,0.7405347998063078
0.0001,1.0,1000.0,0.7313673297007565
0.0001,1.0,1000.0,0.7363152453651397
0.0001,1.0,1000.0,0.7385465729056252
0.0001,1.0,1000.0,0.7360527347781513
0.0001,1.0,100.0,0.7368478079821995
0.0001,1.0,1000.0,0.739384220355513
