Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[26.33431524]
0,0,0,0,0,[26.27591009]
0,0,0,0,0,[26.86365077]
0,0,0,0,0,[25.86383209]
0,0,0,0,0,[27.28908508]
0,0,0,0,0,[28.2055678]
0,0,0,0,0,[29.48290584]
0,0,0,0,0,[29.13135183]
0,0,0,0,0,[28.20805617]
0,0,0,0,0,[28.2881018]
0,0,0,0,0,[27.8566724]
0,0,0,0,0,[26.54194239]
0,0,0,0,0,[29.30156095]
0,0,0,0,0,[28.07196588]
0,0,0,0,0,[26.392015]
0,0,0,0,0,[28.79388699]
0,0,0,0,0,[29.80309044]
0,0,0,0,0,[29.21808588]
0,0,0,0,0,[29.47379545]
0,0,0,0,0,[28.66464377]
0,0,0,0,0,[28.21712166]
0,0,0,0,0,[28.6134873]
0,0,0,0,0,[28.33632475]
0,0,0,0,0,[27.11240789]
0,0,0,0,0,[28.15956442]
0,0,0,0,0,[28.87452147]
0,0,0,0,0,[25.26843822]
0,0,0,0,0,[28.94243633]
0,0,0,0,0,[27.70813744]
0,0,0,0,0,[29.37267115]
0,0,0,0,0,[27.82237601]
0,0,0,0,0,[28.93497269]
0,0,0,0,0,[26.99898946]
0,0,0,0,0,[30.01497064]
0,0,0,0,0,[29.29486977]
0,0,0,0,0,[28.52124353]
0,0,0,0,0,[27.87455245]
0,0,0,0,0,[29.82532683]
0,0,0,0,0,[28.98267829]
0,0,0,0,0,[29.50744602]
