C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.34556876734311465
0.0001,10.0,100.0,0.34686649006253994
0.0001,10.0,100.0,0.3514401473659012
0.0001,10.0,100.0,0.3502963532220864
0.01,10.0,100.0,0.3512023460800795
0.0001,10.0,100.0,0.3378048581361551
0.0001,10.0,100.0,0.342677184639573
0.001,10.0,0.0001,0.34536390951944457
0.1,10.0,100.0,0.3561088062114471
0.0001,10.0,100.0,0.3516396254649762
0.01,10.0,10.0,0.3503103350665809
0.0001,10.0,1000.0,0.34554375960143857
0.0001,10.0,1000.0,0.3505922461525259
0.0001,10.0,1000.0,0.3518441514638759
0.0001,10.0,100.0,0.3482919174167174
0.0001,10.0,100.0,0.34077592941985646
0.0001,10.0,10.0,0.33808568076592005
0.01,10.0,100.0,0.3398904744261806
0.0001,10.0,100.0,0.33991398772201303
0.0001,10.0,100.0,0.3809656320751667
0.0001,10.0,100.0,0.34097395426154997
0.001,10.0,100.0,0.34691942212469873
0.0001,10.0,100.0,0.33687907927819466
0.0001,10.0,100.0,0.3499002788602028
0.1,10.0,100.0,0.34034914952708917
0.0001,10.0,100.0,0.3404037516654395
0.001,10.0,100.0,0.3411602933576013
0.0001,10.0,100.0,0.3420360949753799
0.0001,10.0,100.0,0.3427262945609072
0.01,10.0,100.0,0.34091609888861824
0.0001,10.0,0.001,0.35246305806935047
0.0001,10.0,1000.0,0.339940298407273
0.0001,10.0,1000.0,0.3490972028111103
0.0001,10.0,100.0,0.34588157874018993
0.0001,10.0,100.0,0.3353218716856322
0.0001,10.0,100.0,0.36338480581268384
0.0001,10.0,100.0,0.3502522929643145
0.1,10.0,10.0,0.3539702367437724
0.001,10.0,100.0,0.3524792284290523
0.0001,10.0,1000.0,0.34891588309691834
