C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,100.0,0.3405162255095658
0.0001,10.0,10.0,0.33338445649750065
0.0001,1.0,10.0,0.35272861271975275
0.0001,1.0,1.0,0.3507396546621581
0.0001,10.0,100.0,0.3384860809667402
0.0001,10.0,1.0,0.32702995068147944
0.0001,10.0,10.0,0.3260394670927899
0.0001,10.0,100.0,0.3287454194084104
0.0001,10.0,10.0,0.32766369905547055
0.0001,10.0,10.0,0.33067328309395055
0.0001,10.0,10.0,0.32995039380603713
0.0001,10.0,10.0,0.3443171342571877
0.0001,10.0,0.001,0.3288053762220189
0.0001,10.0,10.0,0.32960395612981774
0.0001,10.0,10.0,0.33530930416494575
0.0001,10.0,1.0,0.3270868193646224
0.0001,10.0,10.0,0.3272587098055796
0.0001,10.0,100.0,0.3294460239286062
0.0001,10.0,100.0,0.32966286220468766
0.0001,10.0,10.0,0.32352332447052395
0.0001,10.0,100.0,0.3292921132324186
0.0001,10.0,100.0,0.3486031483003066
0.0001,10.0,100.0,0.31344969970552944
0.0001,10.0,1.0,0.32051577223703603
0.0001,10.0,100.0,0.3356148250759261
0.0001,10.0,10.0,0.3279629834170397
0.0001,10.0,10.0,0.32496017594733
0.0001,10.0,10.0,0.3258554456015187
0.0001,10.0,10.0,0.32481035646252876
0.0001,10.0,10.0,0.32398271129995926
0.0001,10.0,10.0,0.3188208707527979
0.0001,10.0,10.0,0.3100645637228528
0.0001,10.0,0.0001,0.3284477662512581
0.0001,10.0,10.0,0.3171646216561551
0.0001,10.0,100.0,0.32212514141018245
0.0001,10.0,10.0,0.3299190940907142
0.0001,10.0,100.0,0.34118179722559205
0.0001,10.0,10.0,0.32848027283853237
0.0001,10.0,10.0,0.33748833218770413
0.0001,10.0,100.0,0.34014547522808347
