C,Epsilon,Omega,Kernel_alignment
0.001,1.0,1.0,0.18831998345441386
0.01,1.0,1.0,0.19573367153257437
0.0001,1.0,10.0,0.18369782849419303
0.01,1.0,10.0,0.18734675837329995
0.0001,1.0,0.0001,0.18369847685120605
0.0001,1.0,100.0,0.19135878685925886
0.1,1.0,1.0,0.19515173853649198
0.0001,1.0,1.0,0.1901268140386777
0.0001,1.0,100.0,0.2312077775375924
0.0001,1.0,0.0001,0.19250355258629218
0.0001,10.0,100.0,0.19010572002108822
0.001,1.0,10.0,0.1880502793238474
0.1,1.0,10.0,0.1886201018403609
0.0001,1.0,10.0,0.1848933075270352
0.0001,1.0,10.0,0.1876961013505512
0.0001,1.0,10.0,0.1888270826254693
0.0001,10.0,10.0,0.1833439764723863
0.0001,1.0,0.001,0.18085725860634347
0.0001,10.0,10.0,0.1824964377230364
0.0001,1.0,10.0,0.19089307667708963
0.01,1.0,1.0,0.18673804903208252
0.0001,1.0,0.01,0.18572478997088954
0.0001,10.0,100.0,0.1931103810228632
0.1,1.0,10.0,0.18830225410278814
0.0001,1.0,10.0,0.18929127792617434
0.1,1.0,10.0,0.18769105826882077
0.0001,10.0,0.1,0.18267141637923281
0.1,1.0,10.0,0.18797599576745638
0.0001,1.0,0.001,0.1853904406243992
0.0001,1.0,10.0,0.1839339310349138
0.1,1.0,1.0,0.1889830160757384
0.1,1.0,1.0,0.19222645902343652
0.001,1.0,10.0,0.18904180602342482
0.0001,1.0,1.0,0.18930635802418103
0.0001,1.0,10.0,0.19056186738058722
0.01,1.0,0.1,0.18818036051417214
0.01,1.0,0.01,0.19202154205351182
0.0001,1.0,10.0,0.1871269247640153
0.1,1.0,10.0,0.18913957517905702
0.001,1.0,10.0,0.18982601382260597
