C,Epsilon,Omega,Kernel_alignment
0.0001,1.0,10.0,0.2642349720504217
0.0001,1.0,10.0,0.26284689988346843
0.0001,1.0,10.0,0.26626440466590173
0.0001,1.0,10.0,0.26992128922100145
0.0001,1.0,100.0,0.2688595745823266
0.0001,1.0,10.0,0.2564024929610315
0.0001,1.0,0.1,0.25545492236295597
0.0001,10.0,100.0,0.26253040958242874
0.0001,1.0,10.0,0.2562894772076337
0.0001,1.0,10.0,0.2692587310387802
0.0001,1.0,1.0,0.25761276990480675
0.0001,1.0,0.01,0.25439064236185643
0.0001,10.0,1.0,0.2507020166211687
0.0001,10.0,0.001,0.25705076966005036
0.0001,10.0,1.0,0.258189772462091
0.0001,10.0,100.0,0.26176597979583704
0.0001,1.0,1.0,0.25199057706392264
0.0001,1.0,0.01,0.2520624259933975
0.0001,1.0,0.0001,0.2541272863052797
0.0001,1.0,0.01,0.25151012548927393
0.0001,1.0,10.0,0.2614137567476114
0.0001,1.0,10.0,0.25828132011123484
0.0001,10.0,10.0,0.2374298905511396
0.0001,10.0,10.0,0.2808035522529518
0.0001,1.0,10.0,0.23952055039063416
0.0001,10.0,10.0,0.26518024432113535
0.0001,1.0,1.0,0.25123524018392424
0.0001,1.0,10.0,0.2546213334943375
0.0001,1.0,0.0001,0.2603655298550609
0.0001,1.0,0.0001,0.25163842873963166
0.0001,10.0,10.0,0.25712663492649884
0.0001,1.0,0.1,0.23551264065684185
0.0001,10.0,10.0,0.2477832560541604
0.0001,10.0,0.1,0.2603901230580455
0.0001,10.0,10.0,0.24055801124391069
0.0001,1.0,1.0,0.25887224711275564
0.0001,1.0,0.1,0.25324916238446804
0.0001,1.0,10.0,0.25673629179464774
0.0001,1.0,0.1,0.2534115873480275
0.0001,1.0,0.01,0.2556820007389129
