C,Omega,Epsilon,Kernel_alignment
0.0001,10000.0,1000.0,0.6267336822150424
0.1,10000.0,0.1,0.6262846069690446
0.1,10000.0,0.1,0.6268039865725563
0.1,10000.0,10000.0,0.6284771822623565
0.1,1000.0,100.0,0.6244356966724123
0.1,10000.0,0.001,0.6334408714857054
0.1,10000.0,1000.0,0.6325884875636382
0.01,1000.0,0.0001,0.6340598591571595
0.1,1000.0,0.1,0.6341081222338001
0.01,10000.0,0.001,0.6327538310508408
0.001,10000.0,0.1,0.6143088566273718
0.0001,10000.0,0.0001,0.6089898287220636
0.001,10000.0,0.01,0.6100343657265941
0.01,1000.0,1.0,0.6100087456784684
0.1,1000.0,10000.0,0.6100630028865718
0.1,10000.0,100.0,0.6323612477461278
0.1,1000.0,10.0,0.6307373205058769
0.1,10000.0,0.1,0.6298191435257339
0.1,1000.0,0.001,0.6287473012500295
0.0001,1000.0,0.1,0.6313481950706856
0.1,10000.0,0.01,0.61772460095879
0.1,100.0,0.001,0.6146338893266045
0.01,10000.0,10.0,0.6063919919986276
0.0001,1000.0,1000.0,0.6191227078944552
0.001,10000.0,1.0,0.6054987027432028
0.001,1000.0,0.0001,0.6305534780511682
0.1,10000.0,0.001,0.630088155372651
0.1,10000.0,0.1,0.6281247280593479
0.1,10000.0,0.0001,0.6320338629666311
0.01,10000.0,100.0,0.6288549871941697
0.01,10000.0,0.0001,0.6078263997974578
0.1,1000.0,0.0001,0.6186948019212181
0.001,100.0,10000.0,0.6131038059418825
0.001,1000.0,0.001,0.6194546526511098
0.1,1000.0,100.0,0.6055887483029201
0.1,10000.0,0.001,0.6263616617245947
0.1,1000.0,100.0,0.6261834960486548
0.0001,1000.0,1000.0,0.6258258457162058
0.001,1000.0,10.0,0.6252925679890561
0.01,1000.0,0.0001,0.6238932645248528
