C,Omega,Epsilon,Kernel_alignment
0.001,10000.0,10.0,0.7774825013073953
0.1,10000.0,0.01,0.7774504235038882
0.0001,1000.0,0.001,0.7754076951014783
0.1,10000.0,10000.0,0.7757725731931867
0.1,10000.0,1.0,0.7735954476205273
0.001,1000.0,1000.0,0.780881471269155
0.001,1000.0,10.0,0.7797736962701787
0.1,10000.0,10000.0,0.7782771214168543
0.0001,10000.0,0.001,0.7783054586345216
0.1,10000.0,10.0,0.7773473669324882
0.1,1000.0,0.01,0.7675150861330342
0.0001,10000.0,100.0,0.7673186170056869
0.01,1000.0,1.0,0.764774813808875
0.0001,1000.0,10.0,0.7644589809650705
0.001,1000.0,0.001,0.7656573303856226
0.0001,1000.0,1000.0,0.7786039305778567
0.1,10000.0,1000.0,0.7764260639359597
0.1,1000.0,1.0,0.7768389269704081
0.0001,10000.0,10000.0,0.7766075949069009
0.1,10000.0,0.001,0.7774357256406161
0.1,10000.0,100.0,0.767056324519962
0.001,1000.0,1.0,0.7668619467888705
0.001,1000.0,0.0001,0.7649955490747382
0.0001,10000.0,10000.0,0.7668180080573711
0.001,1000.0,100.0,0.7640035772299016
0.001,1000.0,10000.0,0.7731841209915161
0.0001,1000.0,0.0001,0.77435797716758
0.1,10000.0,1.0,0.7742505524750181
0.1,10000.0,0.0001,0.7754671563318357
0.001,1000.0,10000.0,0.7748579021963266
0.0001,10000.0,100.0,0.7675284104370088
0.1,1000.0,1000.0,0.773664120032009
0.001,1000.0,0.001,0.7712395925821908
0.1,10000.0,1.0,0.7756083459453564
0.01,1000.0,0.1,0.7664191872318894
0.01,1000.0,1.0,0.7702549765709018
0.0001,1000.0,0.1,0.7703468284781337
0.0001,1000.0,1.0,0.7701610026769306
0.0001,1000.0,1000.0,0.7703140007689866
0.0001,1000.0,1.0,0.7699610249312162
