C,Omega,Epsilon,Kernel_alignment
0.1,10000.0,1.0,0.8911123358567228
0.0001,10000.0,0.1,0.8915031759013644
0.1,10000.0,0.01,0.8882935949410401
0.01,1000.0,10000.0,0.8879022209662336
0.001,10000.0,0.001,0.8874422948010036
0.1,1000.0,0.001,0.8925413175632807
0.0001,10000.0,1.0,0.8914089692940119
0.1,10000.0,100.0,0.8886578188116652
0.0001,10000.0,10.0,0.888635682132889
0.0001,100.0,0.01,0.8881011498900064
0.01,100.0,100.0,0.8832536954355681
0.001,1000.0,1000.0,0.8843446872833498
0.01,1000.0,0.0001,0.8823121904768563
0.0001,1000.0,10.0,0.8823642342480867
0.1,100.0,0.001,0.8832973310909408
0.1,1000.0,10000.0,0.8892737035687308
0.1,1000.0,100.0,0.8872020155549026
0.01,1000.0,10.0,0.8866647286186023
0.01,100.0,0.1,0.8866408210605513
0.01,100.0,0.01,0.8876081692489298
0.01,100.0,0.01,0.8826234021723223
0.0001,100.0,10.0,0.8827626484796399
0.01,10000.0,1.0,0.8825223381110124
0.0001,1000.0,0.001,0.8827173177053639
0.01,100.0,10000.0,0.8829117854876773
0.01,10000.0,10000.0,0.8832914296662754
0.1,1000.0,100.0,0.8840429636899699
0.0001,10000.0,0.01,0.8851040383893185
0.1,1000.0,100.0,0.8851172361269957
0.0001,10000.0,0.001,0.8852883109400738
0.01,1000.0,100.0,0.8860499675376863
0.01,10000.0,0.001,0.8849628779449553
0.01,1000.0,100.0,0.8867424664218859
0.001,1000.0,100.0,0.8915284813799415
0.1,10000.0,0.01,0.8889114826397594
0.0001,1000.0,10000.0,0.8818192362529287
0.0001,10000.0,10.0,0.8821122822608004
0.0001,1000.0,0.0001,0.8819586173994871
0.0001,100.0,0.001,0.8820444241145425
0.01,1000.0,0.1,0.8821080129576285
