C,Omega,Epsilon,Kernel_alignment
0.0001,10000.0,1.0,0.7782556378726453
0.1,10000.0,10000.0,0.7781349517364574
0.01,10000.0,100.0,0.7761263401434597
0.0001,1000.0,1.0,0.7765471740620183
0.0001,1000.0,0.01,0.7742212577696167
0.0001,10000.0,10000.0,0.7809236264149626
0.01,10000.0,0.01,0.7798190166249238
0.1,10000.0,0.01,0.7783265113203631
0.01,10000.0,10.0,0.7785348529485844
0.01,10000.0,100.0,0.777684560777032
0.01,1000.0,0.0001,0.767515092668033
0.0001,1000.0,0.0001,0.7673186170056918
0.1,10000.0,1000.0,0.7649028582885736
0.01,1000.0,10000.0,0.7645309953450736
0.001,1000.0,0.1,0.7657177402884809
0.01,10000.0,1000.0,0.7786039305782378
0.1,1000.0,0.1,0.7764471553762878
0.01,1000.0,10.0,0.7768698876591045
0.01,10000.0,0.0001,0.7767084791193163
0.1,1000.0,0.001,0.7774357256404391
0.001,1000.0,100.0,0.7670641614643697
0.001,10000.0,1.0,0.7668619468069768
0.001,10000.0,100.0,0.7649964456226521
0.1,10000.0,0.001,0.766820253798351
0.001,1000.0,1.0,0.7640371171637317
0.1,1000.0,0.1,0.773184120991575
0.1,10000.0,1.0,0.7743585501707804
0.001,1000.0,1.0,0.7743493102958192
0.01,1000.0,0.01,0.7755220477313525
0.001,1000.0,0.0001,0.7749527801088579
0.01,1000.0,0.001,0.7675686768533379
0.01,1000.0,0.0001,0.7771647435248433
0.001,1000.0,1.0,0.7714844386418586
0.001,10000.0,0.0001,0.7756636414348793
0.0001,1000.0,10000.0,0.7668194359804568
0.0001,1000.0,10.0,0.7702952204107519
0.1,10000.0,0.001,0.7703796328752617
0.01,10000.0,10000.0,0.7702386488037748
0.0001,10000.0,0.001,0.7703174605010608
0.1,1000.0,0.001,0.769968335934779
