Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[175.72693611]
0,0,0,0,0,[160.4074609]
0,0,0,0,0,[185.52892793]
0,0,0,0,0,[164.60405262]
0,0,0,0,0,[-25.78416152]
0,0,0,0,0,[-17.01835962]
0,0,0,0,0,[110.11908196]
0,0,0,0,0,[94.62988396]
0,0,0,0,0,[58.1836301]
0,0,0,0,0,[164.68287693]
0,0,0,0,0,[77.00904961]
0,0,0,0,0,[187.7540008]
0,0,0,0,0,[302.99031323]
0,0,0,0,0,[270.55533586]
0,0,0,0,0,[222.42952029]
0,0,0,0,0,[169.1837524]
0,0,0,0,0,[8.06580037]
0,0,0,0,0,[148.52580402]
0,0,0,0,0,[159.0613915]
0,0,0,0,0,[82.81039319]
0,0,0,0,0,[262.59607778]
0,0,0,0,0,[213.30686817]
0,0,0,0,0,[316.72837172]
0,0,0,0,0,[265.11800765]
0,0,0,0,0,[245.90435561]
0,0,0,0,0,[179.80200042]
0,0,0,0,0,[169.08556102]
0,0,0,0,0,[63.52444913]
0,0,0,0,0,[148.22419825]
0,0,0,0,0,[62.6777767]
0,0,0,0,0,[347.63222207]
0,0,0,0,0,[243.4015613]
0,0,0,0,0,[338.94505664]
0,0,0,0,0,[346.47070338]
0,0,0,0,0,[382.63670654]
0,0,0,0,0,[159.88441384]
0,0,0,0,0,[158.30378071]
0,0,0,0,0,[146.50822798]
0,0,0,0,0,[151.91872451]
0,0,0,0,0,[154.97641138]
