"['Green_BBCH25', 'Red_BBCH25', 'Green_BBCH45']"
"['Green_BBCH25', 'Red_BBCH25', 'Green_BBCH31', 'TCARI_BBCH31', 'Green_BBCH45', 'Red_BBCH45', 'TNDVI_BBCH45']"
['TCARI_BBCH31']
['TCARI_BBCH31']
['TCARI_BBCH31']
['TCARI_BBCH31']
"['Red_BBCH25', 'Green_BBCH45']"
"['Red_BBCH25', 'MTCARI_BBCH25', 'Green_BBCH45']"
"['Red_BBCH25', 'TCARI_BBCH31', 'Green_BBCH45']"
"['Green_BBCH25', 'Red_BBCH25', 'Green_BBCH31', 'TCARI_BBCH31', 'Green_BBCH45', 'TNDVI_BBCH45']"
