Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[44.44448148]
0,0,0,0,0,[54.0424511]
0,0,0,0,0,[81.85377608]
0,0,0,0,0,[59.01440551]
0,0,0,0,0,[60.55009431]
0,0,0,0,0,[76.02488676]
0,0,0,0,0,[73.77593844]
0,0,0,0,0,[56.7662045]
0,0,0,0,0,[59.37730233]
0,0,0,0,0,[84.07767673]
0,0,0,0,0,[79.61744113]
0,0,0,0,0,[101.48857406]
0,0,0,0,0,[141.59886084]
0,0,0,0,0,[120.63107848]
0,0,0,0,0,[122.56321759]
0,0,0,0,0,[109.26086292]
0,0,0,0,0,[94.62390003]
0,0,0,0,0,[91.81516785]
0,0,0,0,0,[94.04233241]
0,0,0,0,0,[97.13537289]
0,0,0,0,0,[130.08419415]
0,0,0,0,0,[113.97223772]
0,0,0,0,0,[138.60013001]
0,0,0,0,0,[122.61176375]
0,0,0,0,0,[137.07264856]
0,0,0,0,0,[136.23169459]
0,0,0,0,0,[101.70279718]
0,0,0,0,0,[72.06642075]
0,0,0,0,0,[65.42035719]
0,0,0,0,0,[65.48420712]
0,0,0,0,0,[119.29557253]
0,0,0,0,0,[175.51886314]
0,0,0,0,0,[71.15254468]
0,0,0,0,0,[149.92491299]
0,0,0,0,0,[138.75042615]
0,0,0,0,0,[121.88837982]
0,0,0,0,0,[137.18169524]
0,0,0,0,0,[104.78608894]
0,0,0,0,0,[133.34355191]
0,0,0,0,0,[99.15522791]
