Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[0.48308791]
0,0,0,0,0,[0.48383159]
0,0,0,0,0,[0.45401279]
0,0,0,0,0,[0.44282082]
0,0,0,0,0,[0.47306035]
0,0,0,0,0,[0.52425439]
0,0,0,0,0,[0.53216501]
0,0,0,0,0,[0.53754785]
0,0,0,0,0,[0.52883788]
0,0,0,0,0,[0.48422246]
0,0,0,0,0,[0.53013376]
0,0,0,0,0,[0.50202276]
0,0,0,0,0,[0.52094438]
0,0,0,0,0,[0.48188749]
0,0,0,0,0,[0.48921316]
0,0,0,0,0,[0.5081581]
0,0,0,0,0,[0.51960868]
0,0,0,0,0,[0.54381845]
0,0,0,0,0,[0.55626379]
0,0,0,0,0,[0.50478105]
0,0,0,0,0,[0.44753899]
0,0,0,0,0,[0.4636322]
0,0,0,0,0,[0.48950231]
0,0,0,0,0,[0.47949123]
0,0,0,0,0,[0.50065312]
0,0,0,0,0,[0.50517646]
0,0,0,0,0,[0.53942011]
0,0,0,0,0,[0.52436881]
0,0,0,0,0,[0.53341536]
0,0,0,0,0,[0.56234255]
0,0,0,0,0,[0.50314873]
0,0,0,0,0,[0.49048393]
0,0,0,0,0,[0.49940913]
0,0,0,0,0,[0.47794617]
0,0,0,0,0,[0.48085777]
0,0,0,0,0,[0.53459827]
0,0,0,0,0,[0.49197785]
0,0,0,0,0,[0.54266675]
0,0,0,0,0,[0.50976144]
0,0,0,0,0,[0.50850961]
