Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[0.37322679]
0,0,0,0,0,[0.14011568]
0,0,0,0,0,[0.39986228]
0,0,0,0,0,[0.39798949]
0,0,0,0,0,[0.31250437]
0,0,0,0,0,[-0.20344267]
0,0,0,0,0,[0.0193168]
0,0,0,0,0,[-0.00775132]
0,0,0,0,0,[0.13588255]
0,0,0,0,0,[0.63957105]
0,0,0,0,0,[0.00105832]
0,0,0,0,0,[0.89680914]
0,0,0,0,0,[1.24098578]
0,0,0,0,0,[0.7910198]
0,0,0,0,0,[0.65341397]
0,0,0,0,0,[-0.03253822]
0,0,0,0,0,[-0.39369746]
0,0,0,0,0,[-0.26792719]
0,0,0,0,0,[-0.10772724]
0,0,0,0,0,[-0.02494523]
0,0,0,0,0,[0.5970789]
0,0,0,0,0,[0.43949956]
0,0,0,0,0,[1.14780848]
0,0,0,0,0,[0.61114102]
0,0,0,0,0,[0.81590783]
0,0,0,0,0,[0.02544658]
0,0,0,0,0,[-0.12790932]
0,0,0,0,0,[-0.22130084]
0,0,0,0,0,[-0.23191577]
0,0,0,0,0,[-0.29895018]
0,0,0,0,0,[1.16266475]
0,0,0,0,0,[0.87722363]
0,0,0,0,0,[0.85788519]
0,0,0,0,0,[1.0538707]
0,0,0,0,0,[0.76172207]
0,0,0,0,0,[-0.287703]
0,0,0,0,0,[0.00447736]
0,0,0,0,0,[-0.13168237]
0,0,0,0,0,[-0.1802269]
0,0,0,0,0,[-0.0141935]
