Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[0.04504957]
0,0,0,0,0,[-0.15845484]
0,0,0,0,0,[-0.01489808]
0,0,0,0,0,[-0.28128578]
0,0,0,0,0,[-0.19642925]
0,0,0,0,0,[0.45241116]
0,0,0,0,0,[0.38314808]
0,0,0,0,0,[0.23601967]
0,0,0,0,0,[0.00722516]
0,0,0,0,0,[0.00194268]
0,0,0,0,0,[0.23789361]
0,0,0,0,0,[0.00416706]
0,0,0,0,0,[0.1449807]
0,0,0,0,0,[-0.25100845]
0,0,0,0,0,[-0.26220227]
0,0,0,0,0,[-0.2379121]
0,0,0,0,0,[0.33990416]
0,0,0,0,0,[0.33678767]
0,0,0,0,0,[0.32110809]
0,0,0,0,0,[0.10615345]
0,0,0,0,0,[-0.24414612]
0,0,0,0,0,[-0.13190345]
0,0,0,0,0,[0.32208322]
0,0,0,0,0,[-0.18085425]
0,0,0,0,0,[0.26684479]
0,0,0,0,0,[-0.20523355]
0,0,0,0,0,[0.30542103]
0,0,0,0,0,[0.05588292]
0,0,0,0,0,[0.23796052]
0,0,0,0,0,[0.35173045]
0,0,0,0,0,[-0.15001036]
0,0,0,0,0,[0.39574906]
0,0,0,0,0,[0.03786086]
0,0,0,0,0,[-0.04220639]
0,0,0,0,0,[0.00136679]
0,0,0,0,0,[0.34047916]
0,0,0,0,0,[-0.01129674]
0,0,0,0,0,[0.2505863]
0,0,0,0,0,[-0.38085509]
0,0,0,0,0,[-0.25569851]
