Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[5.45223857]
0,0,0,0,0,[7.58466616]
0,0,0,0,0,[6.88617839]
0,0,0,0,0,[7.46929282]
0,0,0,0,0,[6.71516517]
0,0,0,0,0,[5.923341]
0,0,0,0,0,[5.40295197]
0,0,0,0,0,[7.11529373]
0,0,0,0,0,[5.84677644]
0,0,0,0,0,[9.63535958]
0,0,0,0,0,[4.96996228]
0,0,0,0,0,[4.82015433]
0,0,0,0,0,[9.9240162]
0,0,0,0,0,[8.96954877]
0,0,0,0,0,[4.74033102]
0,0,0,0,0,[7.21369032]
0,0,0,0,0,[5.87230169]
0,0,0,0,0,[6.82809755]
0,0,0,0,0,[7.03582283]
0,0,0,0,0,[5.12404446]
0,0,0,0,0,[6.4970371]
0,0,0,0,0,[6.67044411]
0,0,0,0,0,[9.19629921]
0,0,0,0,0,[6.21833758]
0,0,0,0,0,[10.03302213]
0,0,0,0,0,[10.36831999]
0,0,0,0,0,[5.96660234]
0,0,0,0,0,[7.0630155]
0,0,0,0,0,[6.88490072]
0,0,0,0,0,[6.36839548]
0,0,0,0,0,[10.16412434]
0,0,0,0,0,[9.5716203]
0,0,0,0,0,[11.48633438]
0,0,0,0,0,[9.49404683]
0,0,0,0,0,[8.12452969]
0,0,0,0,0,[5.34604389]
0,0,0,0,0,[5.85774592]
0,0,0,0,0,[5.87074947]
0,0,0,0,0,[7.29210086]
0,0,0,0,0,[7.76884658]
