Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[9.00541582]
0,0,0,0,0,[10.6078582]
0,0,0,0,0,[10.11793805]
0,0,0,0,0,[9.85841039]
0,0,0,0,0,[7.87142762]
0,0,0,0,0,[8.81192123]
0,0,0,0,0,[10.36701974]
0,0,0,0,0,[8.42779335]
0,0,0,0,0,[8.90872612]
0,0,0,0,0,[9.06698854]
0,0,0,0,0,[13.27829543]
0,0,0,0,0,[8.7557803]
0,0,0,0,0,[15.72055728]
0,0,0,0,0,[13.95299689]
0,0,0,0,0,[10.37981126]
0,0,0,0,0,[11.76811416]
0,0,0,0,0,[9.28940188]
0,0,0,0,0,[14.29366062]
0,0,0,0,0,[14.1478943]
0,0,0,0,0,[12.15087832]
0,0,0,0,0,[14.74593849]
0,0,0,0,0,[13.26973995]
0,0,0,0,0,[15.78993821]
0,0,0,0,0,[14.32635595]
0,0,0,0,0,[15.07912703]
0,0,0,0,0,[16.16335573]
0,0,0,0,0,[15.15968448]
0,0,0,0,0,[10.92866151]
0,0,0,0,0,[13.98429662]
0,0,0,0,0,[12.3452681]
0,0,0,0,0,[17.531825]
0,0,0,0,0,[16.24410611]
0,0,0,0,0,[16.60111994]
0,0,0,0,0,[16.13595813]
0,0,0,0,0,[16.6811853]
0,0,0,0,0,[15.35570653]
0,0,0,0,0,[17.15366229]
0,0,0,0,0,[15.5899393]
0,0,0,0,0,[16.81566009]
0,0,0,0,0,[16.62483494]
