C,Epsilon,Omega,Kernel_alignment
0.01,0.1,1.0,0.8087588941999868
0.01,0.1,0.0001,0.809575324288395
0.0001,0.1,0.0001,0.8105447875837076
0.01,0.1,0.001,0.81094115678638
0.0001,0.1,0.1,0.8104216597198063
0.01,0.1,0.1,0.8088236942016135
0.01,0.1,0.0001,0.8092816842674581
0.001,0.1,0.001,0.8092676878029585
0.001,0.1,0.01,0.8101204154521517
0.01,0.1,0.0001,0.8072333008627327
0.01,0.1,0.1,0.8069795087502812
0.01,0.1,0.1,0.8145897415097348
0.01,0.1,0.001,0.8051319326068728
0.01,0.1,0.0001,0.8081343302104926
0.01,0.1,0.1,0.8100892191162977
0.01,0.1,0.001,0.8094407589646337
0.01,0.1,0.1,0.8113421491403933
0.01,0.1,0.0001,0.8126658622010665
0.01,0.1,1.0,0.8118631287748872
0.01,0.1,0.01,0.8093138039148412
0.01,0.1,0.1,0.8094281737898029
0.01,0.1,0.0001,0.807574783780731
0.01,0.1,0.1,0.8052422992686126
0.01,0.1,10.0,0.8129324959285518
0.01,0.1,1.0,0.8072941518891025
0.01,0.1,0.0001,0.8112549327198039
0.01,0.1,0.0001,0.8113652937662069
0.01,0.1,0.0001,0.8110828195629389
0.001,0.1,100.0,0.8083748241389795
0.01,0.1,1.0,0.8125544060115876
0.01,0.1,1.0,0.81175528102817
0.01,0.1,0.1,0.8080008748149876
0.01,0.1,0.0001,0.8118867095922162
0.01,0.1,0.01,0.809418247833112
0.01,0.1,0.0001,0.8060004016512521
0.01,0.1,0.1,0.8075362411844437
0.01,0.1,0.0001,0.8105366449247047
0.01,0.1,1.0,0.8077050239303712
0.01,0.1,0.001,0.8110464603241699
0.01,0.1,0.01,0.8117709486623469
