C,Epsilon,Omega,Kernel_alignment
0.0001,0.01,100.0,0.8242191382264878
0.01,0.1,10000.0,0.8257983512241455
0.001,0.01,100.0,0.8273771650061256
0.01,0.1,100.0,0.8290129947383503
0.01,0.1,100.0,0.8282471594959211
0.01,0.1,100.0,0.8240932802093502
0.01,0.1,100.0,0.8233293768017196
0.0001,0.01,100.0,0.8225533389035597
0.01,1.0,10000.0,0.8248361900290402
0.01,0.1,100.0,0.8234508762204016
0.01,0.1,100.0,0.8223635619007412
0.01,0.1,100.0,0.8268981963959036
0.01,0.1,100.0,0.8228196637953542
0.01,0.1,100.0,0.8247982659872247
0.01,0.1,100.0,0.827760193876389
0.01,0.1,100.0,0.8249633806810653
0.01,0.1,100.0,0.8230245836630917
0.01,0.1,100.0,0.8252757426186882
0.01,0.1,100.0,0.8243771209715349
0.01,0.1,100.0,0.8222488879990327
0.01,0.1,100.0,0.8266846505982761
0.01,0.1,10.0,0.8252845762400912
0.01,0.1,100.0,0.8237866345961042
0.01,0.1,100.0,0.8280902512968306
0.01,0.1,100.0,0.8246745051652944
0.01,0.1,1000.0,0.830213543753544
0.01,0.1,100.0,0.82383350167944
0.01,0.1,100.0,0.8251757723592031
0.01,0.1,100.0,0.8218632740481223
0.01,0.1,100.0,0.8252108469790207
0.01,0.1,100.0,0.8263397586359678
0.01,0.1,100.0,0.8260473865150713
0.01,0.1,100.0,0.8257818896094086
0.01,0.1,1000.0,0.8239113689309392
0.01,0.1,100.0,0.8237044592885142
0.01,0.1,100.0,0.822349359828354
0.01,0.1,100.0,0.8239195227568582
0.01,0.1,100.0,0.8217406300752599
0.01,0.1,100.0,0.8264717720021747
0.01,0.1,100.0,0.8288107580300763
