C,Epsilon,Omega,Kernel_alignment
0.1,1000.0,100.0,0.6147426982325375
0.0001,1000.0,100.0,0.6143196712584624
0.0001,100.0,100.0,0.612717355280464
0.1,1000.0,100.0,0.6160391197679161
0.1,1000.0,100.0,0.6102484666111408
0.1,1000.0,100.0,0.6150473171414562
0.1,1000.0,100.0,0.6145472432837678
0.1,1000.0,100.0,0.6157611124993397
0.1,1000.0,100.0,0.6157899058155945
0.1,1000.0,100.0,0.6119801618597259
0.1,1000.0,0.0001,0.6039316053479352
0.1,1000.0,100.0,0.6023236958314183
0.0001,1000.0,1000.0,0.591340614742864
0.0001,1000.0,100.0,0.5912086454623936
0.1,1000.0,100.0,0.595304569031957
0.1,1000.0,100.0,0.6191164505062112
0.1,1000.0,100.0,0.6134934232219902
0.1,1000.0,100.0,0.6186569758019032
0.1,1000.0,100.0,0.6178092821869811
0.1,1000.0,100.0,0.6163784697242152
0.1,1000.0,100.0,0.5949547684914054
0.0001,1000.0,1000.0,0.600791714611231
0.001,1000.0,100.0,0.5821397945793553
0.1,1000.0,100.0,0.59622538708153
0.1,1000.0,100.0,0.5856434946992931
0.1,1000.0,100.0,0.6148619261533395
0.1,1000.0,100.0,0.61835152709703
0.1,1000.0,100.0,0.6150794636860787
0.1,1000.0,100.0,0.6195087639126905
0.1,1000.0,100.0,0.6162683176378887
0.0001,1000.0,100.0,0.5916371751966841
0.0001,1000.0,100.0,0.5904439417154336
0.1,1000.0,100.0,0.6124847217335475
0.1,1000.0,100.0,0.5950425864486483
0.1,1000.0,100.0,0.5833074795843134
0.1,1000.0,100.0,0.6146629444444771
0.1,1000.0,100.0,0.6082348774781499
0.1,1000.0,100.0,0.6165119053079723
0.1,1000.0,100.0,0.6097996878858788
0.1,1000.0,100.0,0.6070726740523942
