Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.2685857]
0,0,0,0,0,[-0.27475774]
0,0,0,0,0,[-0.33536154]
0,0,0,0,0,[-0.33124221]
0,0,0,0,0,[-0.09122437]
0,0,0,0,0,[0.0751172]
0,0,0,0,0,[0.07533547]
0,0,0,0,0,[-0.07953586]
0,0,0,0,0,[-0.02643777]
0,0,0,0,0,[0.3027245]
0,0,0,0,0,[0.04752978]
0,0,0,0,0,[-0.30753104]
0,0,0,0,0,[-0.22141956]
0,0,0,0,0,[-0.182437]
0,0,0,0,0,[1.40022998]
0,0,0,0,0,[-0.43296317]
0,0,0,0,0,[1.82792376]
0,0,0,0,0,[0.43325628]
0,0,0,0,0,[-0.16645537]
0,0,0,0,0,[-0.67293669]
0,0,0,0,0,[0.18959935]
0,0,0,0,0,[-0.26010948]
0,0,0,0,0,[-0.18422742]
0,0,0,0,0,[-0.03785907]
0,0,0,0,0,[-0.05679452]
0,0,0,0,0,[0.27204151]
0,0,0,0,0,[-0.15783717]
0,0,0,0,0,[0.00570128]
0,0,0,0,0,[-0.07435234]
0,0,0,0,0,[-0.04006729]
0,0,0,0,0,[-0.06200372]
0,0,0,0,0,[-0.32567431]
0,0,0,0,0,[0.02926722]
0,0,0,0,0,[-0.07063522]
0,0,0,0,0,[0.0979463]
0,0,0,0,0,[-0.11350194]
0,0,0,0,0,[-0.01155553]
0,0,0,0,0,[0.60240159]
0,0,0,0,0,[-0.35172971]
0,0,0,0,0,[-0.31863043]
