Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.1085914]
0,0,0,0,0,[-0.3591494]
0,0,0,0,0,[-0.29366149]
0,0,0,0,0,[-0.49332602]
0,0,0,0,0,[-0.20787726]
0,0,0,0,0,[0.07045754]
0,0,0,0,0,[-0.0301161]
0,0,0,0,0,[0.00217303]
0,0,0,0,0,[0.02410038]
0,0,0,0,0,[-0.02822377]
0,0,0,0,0,[-0.10035507]
0,0,0,0,0,[-0.22778799]
0,0,0,0,0,[-0.17799834]
0,0,0,0,0,[-0.12256839]
0,0,0,0,0,[0.32395766]
0,0,0,0,0,[-0.31174596]
0,0,0,0,0,[1.42703101]
0,0,0,0,0,[-0.00023195]
0,0,0,0,0,[0.04820424]
0,0,0,0,0,[-0.25083756]
0,0,0,0,0,[0.10237425]
0,0,0,0,0,[-0.37610731]
0,0,0,0,0,[-0.33698021]
0,0,0,0,0,[-0.06684017]
0,0,0,0,0,[-0.12463729]
0,0,0,0,0,[0.21206301]
0,0,0,0,0,[-0.42257372]
0,0,0,0,0,[0.187145]
0,0,0,0,0,[-0.02708897]
0,0,0,0,0,[-0.00678093]
0,0,0,0,0,[0.09216022]
0,0,0,0,0,[-0.27556005]
0,0,0,0,0,[-0.06720879]
0,0,0,0,0,[-0.1523407]
0,0,0,0,0,[-0.85217995]
0,0,0,0,0,[0.04101323]
0,0,0,0,0,[-0.03612902]
0,0,0,0,0,[0.59303358]
0,0,0,0,0,[-0.25024052]
0,0,0,0,0,[-0.2194129]
