Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[8.77727266]
0,0,0,0,0,[10.47609701]
0,0,0,0,0,[9.55998064]
0,0,0,0,0,[10.19684895]
0,0,0,0,0,[7.69164721]
0,0,0,0,0,[6.23012283]
0,0,0,0,0,[12.28039307]
0,0,0,0,0,[8.02243657]
0,0,0,0,0,[9.04100162]
0,0,0,0,0,[11.21403194]
0,0,0,0,0,[11.15869605]
0,0,0,0,0,[13.54625605]
0,0,0,0,0,[15.31401473]
0,0,0,0,0,[15.45805843]
0,0,0,0,0,[10.36926672]
0,0,0,0,0,[13.28902727]
0,0,0,0,0,[11.21241089]
0,0,0,0,0,[13.06296875]
0,0,0,0,0,[12.81845577]
0,0,0,0,0,[12.95230034]
0,0,0,0,0,[14.85655852]
0,0,0,0,0,[13.90282757]
0,0,0,0,0,[15.52804318]
0,0,0,0,0,[15.93132043]
0,0,0,0,0,[15.59064586]
0,0,0,0,0,[15.70957155]
0,0,0,0,0,[14.25736187]
0,0,0,0,0,[10.82472398]
0,0,0,0,0,[15.14995522]
0,0,0,0,0,[12.02517173]
0,0,0,0,0,[18.39713465]
0,0,0,0,0,[16.66803229]
0,0,0,0,0,[15.33719021]
0,0,0,0,0,[18.25339416]
0,0,0,0,0,[19.68660344]
0,0,0,0,0,[13.36938255]
0,0,0,0,0,[16.59358509]
0,0,0,0,0,[16.09076584]
0,0,0,0,0,[18.12315988]
0,0,0,0,0,[16.22671329]
