Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[1.34027219]
0,0,0,0,0,[1.33199292]
0,0,0,0,0,[1.32390655]
0,0,0,0,0,[1.30145011]
0,0,0,0,0,[1.32790548]
0,0,0,0,0,[1.16935771]
0,0,0,0,0,[1.19383318]
0,0,0,0,0,[1.19936131]
0,0,0,0,0,[1.21123096]
0,0,0,0,0,[1.25683654]
0,0,0,0,0,[1.31670932]
0,0,0,0,0,[1.35048629]
0,0,0,0,0,[1.38554377]
0,0,0,0,0,[1.32909426]
0,0,0,0,0,[1.31670995]
0,0,0,0,0,[1.21900825]
0,0,0,0,0,[1.21976315]
0,0,0,0,0,[1.20084742]
0,0,0,0,0,[1.21444661]
0,0,0,0,0,[1.21859738]
0,0,0,0,0,[1.38684183]
0,0,0,0,0,[1.37107119]
0,0,0,0,0,[1.37058287]
0,0,0,0,0,[1.39040304]
0,0,0,0,0,[1.38055192]
0,0,0,0,0,[1.27281454]
0,0,0,0,0,[1.23977427]
0,0,0,0,0,[1.20422493]
0,0,0,0,0,[1.1973958]
0,0,0,0,0,[1.15015358]
0,0,0,0,0,[1.3745062]
0,0,0,0,0,[1.38921849]
0,0,0,0,0,[1.34344628]
0,0,0,0,0,[1.36298761]
0,0,0,0,0,[1.43408378]
0,0,0,0,0,[1.21040959]
0,0,0,0,0,[1.25987327]
0,0,0,0,0,[1.2333125]
0,0,0,0,0,[1.27784869]
0,0,0,0,0,[1.31095708]
