Rold,Rnew,RMSE,CVrmse,MAE
0,0,0,0,0,[-0.98644853]
0,0,0,0,0,[-1.13061789]
0,0,0,0,0,[0.1039292]
0,0,0,0,0,[-0.5245757]
0,0,0,0,0,[-1.02213583]
0,0,0,0,0,[-1.05943705]
0,0,0,0,0,[-1.04514348]
0,0,0,0,0,[-0.96140138]
0,0,0,0,0,[-1.0121033]
0,0,0,0,0,[-0.37578879]
0,0,0,0,0,[0.33699768]
0,0,0,0,0,[-0.43983939]
0,0,0,0,0,[0.68316758]
0,0,0,0,0,[0.24262604]
0,0,0,0,0,[0.06812461]
0,0,0,0,0,[-0.27116289]
0,0,0,0,0,[-0.64274421]
0,0,0,0,0,[-0.53498692]
0,0,0,0,0,[-0.46765589]
0,0,0,0,0,[-0.01379413]
0,0,0,0,0,[0.82448747]
0,0,0,0,0,[0.41172661]
0,0,0,0,0,[0.667746]
0,0,0,0,0,[1.06553308]
0,0,0,0,0,[0.38280979]
0,0,0,0,0,[0.22793257]
0,0,0,0,0,[0.05219763]
0,0,0,0,0,[-1.07356023]
0,0,0,0,0,[-0.22926673]
0,0,0,0,0,[-0.54417102]
0,0,0,0,0,[0.76813936]
0,0,0,0,0,[1.3423893]
0,0,0,0,0,[0.51887096]
0,0,0,0,0,[0.7254588]
0,0,0,0,0,[0.79176847]
0,0,0,0,0,[0.13372322]
0,0,0,0,0,[0.90138254]
0,0,0,0,0,[0.14245929]
0,0,0,0,0,[0.35578442]
0,0,0,0,0,[0.62715288]
