C,Epsilon,Omega,Kernel_alignment
0.0001,1000.0,100.0,0.8859560767818708
0.1,100.0,0.1,0.8866265086491864
0.0001,1000.0,100.0,0.8826846125553649
0.1,1000.0,100.0,0.8827046214738794
0.1,1000.0,100.0,0.8830855514471408
0.1,1000.0,100.0,0.8877715363792528
0.1,1000.0,100.0,0.8876396095877841
0.1,1000.0,100.0,0.8849629341517968
0.0001,1000.0,100.0,0.8848563923838535
0.0001,1000.0,100.0,0.8845819594738819
0.0001,1000.0,100.0,0.8792766931051855
0.1,1000.0,100.0,0.8794589866989427
0.1,10000.0,10.0,0.8776509125552066
0.0001,100.0,1.0,0.8775720767947401
0.0001,1000.0,100.0,0.8791478614010063
0.1,1000.0,100.0,0.8842157313160155
0.0001,1000.0,100.0,0.8816397935507567
0.0001,1000.0,100.0,0.8812496222507858
0.0001,1000.0,100.0,0.8812506256795257
0.0001,100.0,0.01,0.8828030591914025
0.1,100.0,1.0,0.8797472546962941
0.0001,100.0,0.0001,0.8783414428766192
0.1,1000.0,10.0,0.8783689066216859
0.0001,1000.0,100.0,0.8805677129092997
0.0001,1000.0,100.0,0.8792504475244601
0.0001,1000.0,100.0,0.8796615549140172
0.001,1000.0,100.0,0.8794691835473766
0.0001,1000.0,100.0,0.8792090144853298
0.0001,1000.0,100.0,0.8798450140460167
0.0001,1000.0,100.0,0.8798254413870459
0.0001,100.0,0.0001,0.8805859329617731
0.0001,100.0,1.0,0.8812559939794907
0.001,1000.0,100.0,0.8801102058619291
0.0001,1000.0,100.0,0.8879692800202886
0.1,1000.0,10.0,0.8849869783763159
0.0001,1000.0,100.0,0.8785176945762561
0.1,1000.0,100.0,0.8786218613627094
0.0001,1000.0,10.0,0.8780373313478457
0.001,1000.0,100.0,0.8785828497320347
0.0001,1000.0,100.0,0.8785106913286316
