C,Epsilon,Omega,Kernel_alignment
0.0001,1000.0,10000.0,0.9340468359342771
0.01,1000.0,10000.0,0.9343601296415834
0.0001,1000.0,10000.0,0.9326494549482444
0.0001,1000.0,10000.0,0.9331642854528045
0.0001,100.0,1000.0,0.9307564267756204
0.1,1000.0,10000.0,0.933741451747169
0.0001,1000.0,10000.0,0.9325255742481089
0.1,1000.0,1000.0,0.9311576184852554
0.1,1000.0,1000.0,0.9315900242405242
0.1,1000.0,1000.0,0.9309570967017037
0.0001,10.0,1.0,0.9303362942866353
0.0001,10.0,0.0001,0.928776835885616
0.1,1000.0,1000.0,0.926521144179068
0.0001,100.0,1000.0,0.9264674777218979
0.01,10.0,0.0001,0.9278605573688213
0.001,1000.0,10000.0,0.9289562252357865
0.0001,10.0,0.001,0.9285482457306178
0.0001,1000.0,10000.0,0.9287578753240836
0.0001,1000.0,10000.0,0.9278945894452462
0.0001,1000.0,10000.0,0.9284197087498772
0.01,10.0,0.001,0.92630046741119
0.0001,1000.0,10000.0,0.9268406073116415
0.1,1000.0,1000.0,0.9259830494065724
0.0001,1000.0,10000.0,0.9266040811940934
0.1,1000.0,1000.0,0.9263198488221219
0.1,10.0,0.0001,0.9262488427008535
0.0001,1000.0,10000.0,0.9264102647781922
0.0001,10.0,0.0001,0.927880560177788
0.0001,1000.0,10000.0,0.9276307726096454
0.0001,10.0,0.0001,0.9273136369865307
0.1,1000.0,1000.0,0.9267620307032784
0.1,1000.0,1000.0,0.9306319877594302
0.0001,1000.0,10000.0,0.929579092722402
0.1,1000.0,1000.0,0.9319266570828849
0.1,10.0,0.001,0.9266712657038386
0.0001,1000.0,1000.0,0.9266114803123737
0.1,1000.0,1000.0,0.926549413083244
0.0001,1000.0,10000.0,0.9262901721352782
0.1,1000.0,1000.0,0.9259207018552272
0.1,1000.0,1000.0,0.9263193401691991
