C,Epsilon,Omega,Kernel_alignment
0.01,1.0,0.0001,0.9906147213497082
0.01,1.0,0.0001,0.9906295776363725
0.0001,10.0,0.001,0.990574523262564
0.0001,1.0,0.0001,0.9905753103884949
0.01,10.0,0.0001,0.9905698094511902
0.001,1.0,0.0001,0.9910190426701487
0.0001,1.0,0.0001,0.9909834565900618
0.0001,1.0,0.0001,0.9910776591477908
0.0001,1.0,0.001,0.9909816370132879
0.0001,1.0,0.0001,0.990583494301749
0.01,1.0,0.0001,0.990649551240902
0.0001,1.0,0.001,0.9907789240503125
0.01,10.0,1.0,0.9905668223009757
0.0001,1.0,0.0001,0.9905959826538573
0.01,10.0,1.0,0.9905998785484417
0.0001,10.0,0.1,0.9912676408282115
0.0001,10.0,10.0,0.9912854469772415
0.0001,1.0,0.0001,0.9908732642329912
0.01,1.0,0.0001,0.9913707063108018
0.001,10.0,0.1,0.9916890963123502
0.01,1.0,0.0001,0.9907348435237522
0.0001,10.0,0.1,0.9906403068122208
0.1,10.0,0.0001,0.9909232893651228
0.01,1.0,0.0001,0.990652056367046
0.0001,1.0,0.001,0.9908346124142736
0.0001,1.0,0.0001,0.9908944886832589
0.0001,10.0,1.0,0.9908677856538934
0.0001,1.0,0.0001,0.9907790893264361
0.001,10.0,0.0001,0.9907990795392081
0.0001,1.0,0.001,0.9909089571191698
0.01,10.0,1.0,0.9909564529732654
0.0001,10.0,1.0,0.9907626081243948
0.01,10.0,10.0,0.9907577529183299
0.01,10.0,1.0,0.9922215183622355
0.0001,10.0,1.0,0.991085961474602
0.001,1.0,0.0001,0.9907133026344033
0.0001,1.0,0.0001,0.9907080682175685
0.0001,10.0,1.0,0.9906885249318758
0.0001,10.0,0.1,0.9907122929880806
0.0001,1.0,0.001,0.9907648503641483
