C,Epsilon,Omega,Kernel_alignment
0.0001,10.0,10.0,0.8924322868902289
0.001,10.0,0.0001,0.891812883163983
0.0001,10.0,10.0,0.8914314171577998
0.0001,10.0,0.001,0.8913284830357743
0.0001,10.0,10.0,0.8916490134586813
0.0001,10.0,100.0,0.8955333580632215
0.001,100.0,10.0,0.8963656787706277
0.01,100.0,1.0,0.8956513246752816
0.0001,100.0,1000.0,0.8953472677213651
0.01,10.0,1.0,0.8939449124537967
0.01,10.0,10.0,0.8911463784508992
0.0001,100.0,1000.0,0.8905920913935934
0.01,10.0,1.0,0.8899971505355011
0.01,100.0,100.0,0.8907218064372084
0.0001,100.0,1000.0,0.8904317071950099
0.01,100.0,10.0,0.8976691111128914
0.01,100.0,10.0,0.8969309188624626
0.01,10.0,10.0,0.8959992691392507
0.0001,100.0,1.0,0.8964863836915646
0.0001,10.0,1.0,0.8975613491426181
0.01,10.0,1.0,0.8956173361394147
0.01,10.0,10.0,0.8929878515199223
0.0001,100.0,1.0,0.8947486502179508
0.1,100.0,100.0,0.8962013666993642
0.0001,10.0,0.0001,0.8933874047996659
0.0001,100.0,0.0001,0.8960987280332476
0.001,10.0,10.0,0.8964183653777925
0.01,100.0,10.0,0.8951093786489756
0.0001,100.0,0.0001,0.8960768790412322
0.0001,10.0,1.0,0.8961396646242231
0.01,100.0,100.0,0.8939242848679976
0.01,100.0,100.0,0.8929679182378909
0.0001,100.0,1000.0,0.8954389969720642
0.01,100.0,100.0,0.8931826629383527
0.0001,100.0,100.0,0.8927316260327954
0.0001,10.0,1.0,0.8951851081677052
0.0001,100.0,1.0,0.894725259506097
0.01,100.0,10.0,0.8948776808329346
0.01,100.0,10.0,0.8944327902785988
0.01,10.0,10.0,0.8944390991173846
